R_fighter,B_fighter,date,Winner,target,weight_class,R_age,B_age,R_fights_since_finish,R_win_rate_l5_vs_career,R_finish_rate_trend,R_longest_lose_streak_ever,R_comeback_flag,R_avg_fights_between_losses,B_fights_since_finish,B_win_rate_l5_vs_career,B_finish_rate_trend,B_longest_lose_streak_ever,B_comeback_flag,B_avg_fights_between_losses,fights_since_finish_dif,win_rate_l5_vs_career_dif,finish_rate_trend_dif,longest_lose_streak_ever_dif,comeback_flag_dif,avg_fights_between_losses_dif,R_cum_fights,B_cum_fights
Julio Arce,Montel Jackson,2022-11-12,Blue,0,Bantamweight,33,30,3.0,-0.35,-0.21666666666666667,2.0,0.0,3.0,2.0,-0.05714285714285705,-0.3,1.0,0.0,3.0,1.0,-0.2928571428571429,0.08333333333333331,1.0,0.0,0.0,24,14
Erin Blanchfield,Molly McCann,2022-11-12,Red,1,Women's Flyweight,23,32,0.0,0.09090909090909094,-0.05454545454545451,1.0,0.0,3.0,0.0,-0.13684210526315788,0.08421052631578951,3.0,1.0,3.0,0.0,0.22775119617224882,-0.13875598086124402,-2.0,-1.0,0.0,11,19
Karolina Kowalkiewicz,Silvana Gomez Juarez,2022-11-12,Red,1,Women's Strawweight,37,37,0.0,-0.41904761904761906,0.009523809523809545,6.0,1.0,3.0,0.0,-0.1333333333333333,0.0,2.0,0.0,3.0,0.0,-0.28571428571428575,0.009523809523809545,4.0,1.0,0.0,21,15
Matt Frevola,Ottman Azaitar,2022-11-12,Red,1,Lightweight,32,32,0.0,-0.11428571428571432,-0.22857142857142854,2.0,1.0,3.0,0.0,0.0,0.07692307692307687,0.0,0.0,3.0,0.0,-0.11428571428571432,-0.3054945054945054,2.0,1.0,0.0,14,13
Jack Della Maddalena,Danny Roberts,2022-11-19,Red,1,Welterweight,26,35,0.0,0.1428571428571429,0.014285714285714346,2.0,0.0,3.0,2.0,-0.35,-0.3416666666666666,2.0,1.0,3.0,-2.0,0.4928571428571429,0.35595238095238096,0.0,-1.0,0.0,14,24
Kennedy Nzechukwu,Ion Cutelaba,2022-11-19,Red,1,Light Heavyweight,30,28,0.0,-0.1692307692307693,0.06153846153846154,2.0,0.0,3.0,6.0,-0.42962962962962964,-0.5555555555555556,3.0,1.0,3.0,-6.0,0.26039886039886034,0.6170940170940171,-1.0,-1.0,0.0,13,27
Chase Sherman,Waldo Cortes-Acosta,2022-11-19,Blue,0,Heavyweight,33,31,1.0,-0.3862068965517241,-0.35172413793103446,5.0,1.0,3.0,1.0,0.0,-0.025000000000000022,0.0,0.0,3.0,0.0,-0.3862068965517241,-0.32672413793103444,5.0,1.0,0.0,29,8
Andre Fialho,Muslim Salikhov,2022-11-19,Blue,0,Welterweight,28,38,1.0,-0.12727272727272732,-0.036363636363636376,3.0,1.0,3.0,5.0,-0.21818181818181825,-0.6363636363636364,2.0,0.0,3.0,-4.0,0.09090909090909094,0.6,1.0,1.0,0.0,22,22
Charles Johnson,Zhalgas Zhumagulov,2022-11-19,Red,1,Flyweight,31,34,1.0,0.014285714285714346,0.02857142857142858,1.0,0.0,3.0,2.0,-0.4666666666666666,-0.27619047619047615,2.0,1.0,3.0,-1.0,0.48095238095238096,0.30476190476190473,-1.0,-1.0,0.0,14,21
Brady Hiestand,Fernie Garcia,2022-11-19,Red,1,Bantamweight,23,30,1.0,-0.11428571428571432,0.02857142857142858,1.0,0.0,3.0,1.0,-0.033333333333333326,-0.1333333333333333,1.0,0.0,3.0,0.0,-0.080952380952381,0.16190476190476188,0.0,0.0,0.0,7,12
Vince Morales,Miles Johns,2022-11-19,Blue,0,Bantamweight,32,28,1.0,-0.21111111111111114,-0.2444444444444444,2.0,1.0,3.0,1.0,-0.2571428571428571,-0.028571428571428525,1.0,0.0,3.0,0.0,0.04603174603174598,-0.21587301587301588,1.0,1.0,0.0,18,14
Ricky Turcios,Kevin Natividad,2022-11-19,Red,1,Bantamweight,29,29,2.0,-0.18571428571428572,-0.08571428571428569,1.0,0.0,3.0,2.0,-0.15000000000000002,-0.3,2.0,0.0,3.0,0.0,-0.0357142857142857,0.2142857142857143,-1.0,0.0,0.0,14,12
Vanessa Demopoulos,Maria Oliveira,2022-11-19,Red,1,Women's Strawweight,34,25,1.0,-0.015384615384615441,0.015384615384615385,2.0,1.0,3.0,2.0,-0.12222222222222223,-0.2444444444444444,2.0,1.0,3.0,-1.0,0.10683760683760679,0.2598290598290598,0.0,0.0,0.0,13,18
Natalia Silva,Tereza Bleda,2022-11-19,Red,1,Women's Flyweight,25,20,1.0,0.3157894736842105,0.27368421052631586,2.0,0.0,3.0,1.0,0.0,-0.06666666666666665,0.0,0.0,3.0,0.0,0.3157894736842105,0.3403508771929825,2.0,0.0,0.0,19,6
Jennifer Maia,Maryna Moroz,2022-11-19,Red,1,Women's Flyweight,34,31,4.0,-0.2551724137931034,-0.1103448275862069,2.0,0.0,3.0,0.0,-0.18571428571428572,-0.3,2.0,1.0,3.0,4.0,-0.06945812807881768,0.1896551724137931,0.0,-1.0,0.0,29,14
Darren Elkins,Jonathan Pearce,2022-12-03,Blue,0,Featherweight,38,30,2.0,0.050000000000000044,0.22499999999999998,4.0,1.0,3.0,0.0,0.03529411764705892,-0.04705882352941182,3.0,0.0,3.0,2.0,0.014705882352941124,0.2720588235294118,1.0,1.0,0.0,40,17
Stephen Thompson,Kevin Holland,2022-12-03,Red,1,Welterweight,39,30,10.0,-0.30833333333333335,-0.375,2.0,1.0,3.0,1.0,-0.33529411764705885,-0.18823529411764706,3.0,1.0,3.0,9.0,0.026960784313725505,-0.18676470588235294,-1.0,0.0,0.0,24,34
Bryan Barberena,Rafael Dos Anjos,2022-12-03,Blue,0,Welterweight,33,38,0.0,0.10769230769230775,-0.3,2.0,1.0,3.0,6.0,-0.10212765957446812,-0.3191489361702128,2.0,1.0,3.0,-6.0,0.20981996726677588,0.019148936170212794,0.0,0.0,0.0,26,47
Matheus Nicolau,Matt Schnell,2022-12-03,Red,1,Flyweight,29,32,0.0,0.13636363636363635,-0.09999999999999998,1.0,0.0,3.0,0.0,-0.10833333333333339,-0.09999999999999998,2.0,1.0,3.0,0.0,0.24469696969696975,0.0,-1.0,-1.0,0.0,22,24
Tai Tuivasa,Sergei Pavlovich,2022-12-03,Blue,0,Heavyweight,29,30,1.0,0.022222222222222254,0.07777777777777783,3.0,1.0,3.0,0.0,-0.14117647058823524,0.03529411764705892,1.0,0.0,3.0,1.0,0.1633986928104575,0.042483660130718914,2.0,1.0,0.0,18,17
Eryk Anders,Kyle Daukaus,2022-12-03,Red,1,Middleweight,35,29,7.0,-0.38333333333333336,-0.375,4.0,1.0,3.0,1.0,-0.33333333333333326,-0.39999999999999997,2.0,1.0,3.0,6.0,-0.0500000000000001,0.024999999999999967,2.0,0.0,0.0,24,15
Jack Hermansson,Roman Dolidze,2022-12-03,Blue,0,Middleweight,34,34,4.0,-0.18125000000000002,-0.3625,2.0,0.0,3.0,0.0,-0.11666666666666659,-0.35,1.0,0.0,3.0,4.0,-0.06458333333333344,-0.012500000000000011,1.0,0.0,0.0,32,12
Angela Hill,Emily Ducote,2022-12-03,Red,1,Women's Strawweight,37,28,10.0,-0.15172413793103445,-0.1724137931034483,3.0,1.0,3.0,1.0,0.13333333333333341,0.011111111111111127,3.0,1.0,3.0,9.0,-0.28505747126436787,-0.18352490421455941,0.0,0.0,0.0,29,18
Niko Price,Phil Rowe,2022-12-03,Blue,0,Welterweight,33,32,4.0,-0.28181818181818175,-0.39090909090909093,3.0,0.0,3.0,0.0,-0.09230769230769231,-0.09230769230769231,2.0,1.0,3.0,4.0,-0.18951048951048943,-0.2986013986013986,1.0,-1.0,0.0,22,13
Yazmin Jauregui,Istela Nunes,2022-12-03,Red,1,Women's Strawweight,23,30,2.0,0.0,-0.06666666666666665,0.0,0.0,3.0,5.0,-0.19999999999999996,-0.2,2.0,0.0,3.0,-3.0,0.19999999999999996,0.13333333333333336,-2.0,0.0,0.0,9,10
Natan Levy,Genaro Valdez,2022-12-03,Red,1,Lightweight,31,30,2.0,-0.07499999999999996,-0.175,1.0,0.0,3.0,1.0,-0.10909090909090902,-0.10909090909090902,1.0,0.0,3.0,1.0,0.03409090909090906,-0.06590909090909097,0.0,0.0,0.0,8,11
Marcelo Rojo,Francis Marshall,2022-12-03,Blue,0,Featherweight,34,23,2.0,-0.2666666666666666,-0.18333333333333335,2.0,0.0,3.0,1.0,0.0,-0.06666666666666665,0.0,0.0,3.0,1.0,-0.2666666666666666,-0.1166666666666667,2.0,0.0,0.0,24,6
Clay Guida,Scott Holtzman,2022-12-03,Red,1,Lightweight,40,39,1.0,-0.21904761904761905,-0.1333333333333333,3.0,1.0,3.0,3.0,-0.33684210526315783,-0.16842105263157892,2.0,0.0,3.0,-2.0,0.11779448621553879,0.03508771929824561,1.0,1.0,0.0,63,19
Michael Johnson,Marc Diakiese,2022-12-03,Red,1,Lightweight,36,29,1.0,-0.31282051282051276,-0.08205128205128204,5.0,1.0,3.0,10.0,-0.17272727272727273,-0.3181818181818182,3.0,1.0,3.0,-9.0,-0.14009324009324003,0.23613053613053614,2.0,0.0,0.0,39,22
Paddy Pimblett,Jared Gordon,2022-12-10,Red,1,Lightweight,27,34,0.0,0.13043478260869568,0.30434782608695654,1.0,0.0,3.0,10.0,0.008333333333333415,-0.3333333333333333,2.0,1.0,3.0,-10.0,0.12210144927536226,0.6376811594202898,-1.0,-1.0,0.0,23,24
Santiago Ponzinibbio,Alex Morono,2022-12-10,Red,1,Catch Weight,36,32,5.0,-0.6055555555555556,-0.6111111111111112,2.0,1.0,3.0,3.0,0.08125000000000004,-0.175,2.0,1.0,3.0,2.0,-0.6868055555555557,-0.43611111111111117,0.0,0.0,0.0,36,32
Bryce Mitchell,Ilia Topuria,2022-12-10,Blue,0,Featherweight,28,25,3.0,0.0,-0.39999999999999997,0.0,0.0,3.0,0.0,0.0,-0.11666666666666659,0.0,0.0,3.0,3.0,0.0,-0.2833333333333334,0.0,0.0,0.0,15,12
Raul Rosas Jr.,Jay Perrin,2022-12-10,Red,1,Bantamweight,18,29,1.0,0.0,-0.033333333333333326,0.0,0.0,3.0,2.0,-0.22499999999999998,-0.175,2.0,0.0,3.0,-1.0,0.22499999999999998,0.14166666666666666,-2.0,0.0,0.0,6,16
Jairzinho Rozenstruik,Chris Daukaus,2022-12-10,Red,1,Heavyweight,34,33,2.0,-0.35,-0.2875,2.0,0.0,3.0,2.0,-0.12222222222222223,-0.06666666666666665,2.0,0.0,3.0,0.0,-0.22777777777777775,-0.22083333333333333,0.0,0.0,0.0,16,18
Darren Till,Dricus Du Plessis,2022-12-10,Blue,0,Middleweight,29,28,6.0,-0.5826086956521739,-0.5217391304347826,2.0,1.0,3.0,1.0,0.10526315789473684,-0.042105263157894646,1.0,0.0,3.0,5.0,-0.6878718535469107,-0.47963386727688795,1.0,1.0,0.0,23,19
Billy Quarantillo,Alexander Hernandez,2022-12-10,Red,1,Featherweight,34,30,1.0,-0.20000000000000007,-0.19999999999999996,1.0,0.0,3.0,2.0,-0.28421052631578947,-0.021052631578947323,2.0,0.0,3.0,-1.0,0.0842105263157894,-0.17894736842105263,-1.0,0.0,0.0,20,19
TJ Brown,Erik Silva,2022-12-10,Red,1,Featherweight,32,35,5.0,-0.09999999999999998,-0.16666666666666666,2.0,1.0,3.0,0.0,0.09999999999999998,0.30000000000000004,1.0,0.0,3.0,5.0,-0.19999999999999996,-0.4666666666666667,1.0,1.0,0.0,6,10
Cameron Saaiman,Steven Koslow,2022-12-10,Red,1,Bantamweight,21,25,0.0,0.0,-0.05714285714285705,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,-0.05714285714285705,0.0,0.0,0.0,7,6
Edmen Shahbazyan,Dalcha Lungiambula,2022-12-10,Red,1,Middleweight,25,35,3.0,-0.3857142857142857,-0.3142857142857143,3.0,0.0,3.0,5.0,-0.4875,-0.375,3.0,0.0,3.0,-2.0,0.10178571428571431,0.06071428571428572,0.0,0.0,0.0,14,16
Chris Curtis,Joaquin Buckley,2022-12-10,Red,1,Middleweight,35,28,2.0,0.0368421052631579,-0.04736842105263156,3.0,1.0,3.0,1.0,-0.15000000000000002,-0.15000000000000002,1.0,0.0,3.0,1.0,0.18684210526315792,0.10263157894736846,2.0,1.0,0.0,38,20
Drew Dober,Bobby Green,2022-12-17,Red,1,Lightweight,34,36,0.0,-0.09230769230769231,0.0871794871794872,2.0,1.0,3.0,2.0,-0.27441860465116275,-0.2186046511627907,4.0,1.0,3.0,-2.0,0.18211091234347043,0.3057841383422779,-2.0,0.0,0.0,39,43
Cody Brundage,Michal Oleksiejczuk,2022-12-17,Blue,0,Middleweight,28,27,0.0,-0.20000000000000007,-0.09999999999999998,1.0,0.0,3.0,0.0,-0.08000000000000007,-0.12,3.0,1.0,3.0,0.0,-0.12,0.020000000000000018,-2.0,-1.0,0.0,10,25
Jared Cannonier,Sean Strickland,2022-12-17,Red,1,Middleweight,38,31,1.0,-0.11428571428571432,-0.17142857142857137,2.0,1.0,3.0,4.0,-0.06666666666666665,-0.3,1.0,0.0,3.0,-3.0,-0.04761904761904767,0.12857142857142861,1.0,1.0,0.0,21,30
Arman Tsarukyan,Damir Ismagulov,2022-12-17,Red,1,Lightweight,26,31,1.0,-0.05714285714285705,-0.21904761904761905,1.0,0.0,3.0,5.0,0.040000000000000036,-0.56,1.0,0.0,3.0,-4.0,-0.09714285714285709,0.340952380952381,0.0,0.0,0.0,21,25
Amir Albazi,Alessandro Costa,2022-12-17,Red,1,Flyweight,29,26,0.0,-0.13749999999999996,-0.21250000000000002,1.0,0.0,3.0,0.0,0.1333333333333333,0.0,1.0,0.0,3.0,0.0,-0.27083333333333326,-0.21250000000000002,0.0,0.0,0.0,16,15
Alex Caceres,Julian Erosa,2022-12-17,Red,1,Featherweight,34,33,1.0,0.24444444444444446,0.2944444444444444,3.0,1.0,3.0,2.0,-0.13684210526315788,-0.4052631578947368,3.0,1.0,3.0,-1.0,0.38128654970760234,0.6997076023391813,0.0,0.0,0.0,36,38
Cheyanne Vlismas,Cory McKenna,2022-12-17,Blue,0,Women's Strawweight,27,23,1.0,0.022222222222222254,-0.0222222222222222,1.0,0.0,3.0,0.0,0.022222222222222254,-0.0444444444444444,1.0,0.0,3.0,1.0,0.0,0.0222222222222222,0.0,0.0,0.0,9,9
Rafa Garcia,Maheshate,2022-12-17,Red,1,Lightweight,28,23,2.0,-0.2333333333333334,-0.3,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,-0.2333333333333334,-0.3,2.0,1.0,0.0,18,2
Bryan Battle,Rinat Fakhretdinov,2022-12-17,Blue,0,Welterweight,28,31,0.0,0.11111111111111116,0.13333333333333341,1.0,0.0,3.0,1.0,0.050000000000000044,-0.20000000000000007,1.0,0.0,3.0,-1.0,0.061111111111111116,0.3333333333333335,0.0,0.0,0.0,9,20
David Dvorak,Manel Kape,2022-12-17,Blue,0,Flyweight,30,29,1.0,-0.033333333333333326,-0.2666666666666666,1.0,0.0,3.0,0.0,-0.13913043478260867,-0.09565217391304348,2.0,1.0,3.0,1.0,0.10579710144927534,-0.17101449275362313,-1.0,-1.0,0.0,24,23
Sergey Morozov,Journey Newson,2022-12-17,Red,1,Bantamweight,33,33,5.0,-0.18260869565217397,-0.5217391304347826,1.0,0.0,3.0,4.0,-0.3142857142857143,-0.22857142857142854,3.0,0.0,3.0,1.0,0.1316770186335403,-0.29316770186335406,-2.0,0.0,0.0,23,14
Jake Matthews,Matthew Semelsberger,2022-12-17,Blue,0,Welterweight,28,30,0.0,0.008333333333333415,-0.3,2.0,0.0,3.0,3.0,-0.08750000000000002,-0.2375,2.0,1.0,3.0,-3.0,0.09583333333333344,-0.0625,0.0,-1.0,0.0,24,16
Said Nurmagomedov,Saidyokub Kakhramonov,2022-12-17,Red,1,Bantamweight,30,27,1.0,-0.0888888888888888,0.0444444444444444,1.0,0.0,3.0,1.0,-0.033333333333333326,0.016666666666666607,1.0,0.0,3.0,0.0,-0.05555555555555547,0.02777777777777779,0.0,0.0,0.0,18,12
Ketlen Vieira,Raquel Pennington,2023-01-14,Blue,0,Women's Bantamweight,31,34,6.0,-0.2666666666666667,-0.4,1.0,0.0,3.0,1.0,0.1636363636363637,-0.027272727272727254,2.0,1.0,3.0,5.0,-0.4303030303030304,-0.3727272727272728,-1.0,-1.0,0.0,15,22
Claudio Ribeiro,Abdul Razak Alhassan,2023-01-14,Blue,0,Middleweight,30,37,0.0,0.16666666666666663,0.16666666666666663,1.0,0.0,3.0,1.0,-0.4470588235294118,-0.4470588235294118,4.0,1.0,3.0,-1.0,0.6137254901960785,0.6137254901960785,-3.0,-1.0,0.0,12,17
Dan Ige,Damon Jackson,2023-01-14,Red,1,Featherweight,31,34,3.0,-0.5142857142857142,-0.22857142857142854,3.0,0.0,3.0,0.0,0.04137931034482767,-0.2551724137931034,4.0,0.0,3.0,3.0,-0.5556650246305419,0.026600985221674867,-1.0,0.0,0.0,21,29
Punahele Soriano,Roman Kopylov,2023-01-14,Blue,0,Middleweight,30,31,0.0,-0.21818181818181825,-0.12727272727272732,2.0,0.0,3.0,0.0,-0.21818181818181825,-0.12727272727272732,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11,11
Umar Nurmagomedov,Raoni Barcelos,2023-01-14,Red,1,Bantamweight,27,35,2.0,0.0,0.09999999999999998,0.0,0.0,3.0,5.0,-0.25,-0.5,2.0,0.0,3.0,-3.0,0.25,0.6,-2.0,0.0,0.0,16,20
Allan Nascimento,Carlos Hernandez,2023-01-14,Red,1,Flyweight,31,29,2.0,-0.16000000000000003,-0.19999999999999996,1.0,0.0,3.0,3.0,0.11111111111111116,-0.0444444444444444,1.0,0.0,3.0,-1.0,-0.2711111111111112,-0.15555555555555556,0.0,0.0,0.0,25,9
Mateusz Rebecki,Nick Fiore,2023-01-14,Red,1,Lightweight,30,25,0.0,0.05882352941176472,-0.0235294117647058,1.0,0.0,3.0,0.0,0.022222222222222254,0.24444444444444446,1.0,0.0,3.0,0.0,0.036601307189542465,-0.26797385620915026,0.0,0.0,0.0,17,9
Dan Argueta,Nick Aguirre,2023-01-14,Red,1,Featherweight,29,26,2.0,-0.0888888888888888,-0.2666666666666666,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,-0.0888888888888888,-0.2666666666666666,1.0,0.0,0.0,9,7
Charles Johnson,Jimmy Flick,2023-01-14,Red,1,Flyweight,32,32,2.0,0.0,-0.1333333333333333,1.0,0.0,3.0,0.0,0.03809523809523818,0.13333333333333341,1.0,0.0,3.0,2.0,-0.03809523809523818,-0.2666666666666667,0.0,0.0,0.0,15,21
Javid Basharat,Mateus Mendonca,2023-01-14,Red,1,Bantamweight,27,23,2.0,0.0,-0.24615384615384617,0.0,0.0,3.0,0.0,0.0,-0.09999999999999998,0.0,0.0,3.0,2.0,0.0,-0.1461538461538462,0.0,0.0,0.0,13,10
Sean Strickland,Nassourdine Imavov,2023-01-14,Red,1,Light Heavyweight,31,27,5.0,-0.2387096774193549,-0.4838709677419355,2.0,0.0,3.0,1.0,0.0,-0.19999999999999996,1.0,0.0,3.0,4.0,-0.2387096774193549,-0.28387096774193554,1.0,0.0,0.0,31,15
Josiane Nunes,Zarah Fairn,2023-01-21,Red,1,Women's Featherweight,29,39,1.0,0.09999999999999998,0.10000000000000009,1.0,0.0,3.0,2.0,0.0,0.09999999999999998,2.0,0.0,3.0,-1.0,0.09999999999999998,1.1102230246251565e-16,-1.0,0.0,0.0,10,10
Mauricio Rua,Ihor Potieria,2023-01-21,Blue,0,Light Heavyweight,41,26,6.0,-0.273469387755102,-0.5102040816326531,3.0,0.0,3.0,1.0,-0.0636363636363636,0.027272727272727337,1.0,0.0,3.0,5.0,-0.2098330241187384,-0.5374768089053804,2.0,0.0,0.0,49,22
Glover Teixeira,Jamahal Hill,2023-01-21,Blue,0,Light Heavyweight,43,31,1.0,-0.00952380952380949,-0.09047619047619049,2.0,0.0,3.0,0.0,-0.05714285714285705,0.22857142857142865,1.0,0.0,3.0,1.0,0.04761904761904756,-0.31904761904761914,1.0,0.0,0.0,42,14
Deiveson Figueiredo,Brandon Moreno,2023-01-21,Blue,0,Flyweight,35,29,3.0,-0.275,-0.30833333333333335,2.0,0.0,3.0,0.0,-0.11428571428571432,0.06428571428571428,2.0,1.0,3.0,3.0,-0.1607142857142857,-0.3726190476190476,0.0,-1.0,0.0,24,28
Gilbert Burns,Neil Magny,2023-01-21,Red,1,Welterweight,36,35,4.0,-0.20769230769230773,-0.3384615384615384,1.0,0.0,3.0,0.0,-0.16315789473684217,-0.1157894736842105,2.0,0.0,3.0,4.0,-0.04453441295546556,-0.22267206477732793,-1.0,0.0,0.0,26,38
Lauren Murphy,Jessica Andrade,2023-01-21,Blue,0,Women's Flyweight,39,31,3.0,0.03809523809523818,-0.22857142857142854,2.0,0.0,3.0,0.0,-0.09696969696969704,0.08484848484848484,3.0,1.0,3.0,3.0,0.13506493506493522,-0.3134199134199134,-1.0,-1.0,0.0,21,33
Paul Craig,Johnny Walker,2023-01-21,Blue,0,Light Heavyweight,35,30,1.0,0.10434782608695659,0.10434782608695659,3.0,0.0,3.0,0.0,-0.3407407407407407,-0.3037037037037037,2.0,1.0,3.0,1.0,0.44508856682769726,0.4080515297906603,1.0,-1.0,0.0,23,27
Gabriel Bonfim,Mounir Lazzez,2023-01-21,Red,1,Welterweight,25,35,0.0,0.0,0.0,0.0,0.0,3.0,3.0,-0.0461538461538461,-0.2153846153846154,1.0,0.0,3.0,-3.0,0.0461538461538461,0.2153846153846154,-1.0,0.0,0.0,13,13
Shamil Abdurakhimov,Jailton Almeida,2023-01-21,Blue,0,Heavyweight,41,31,3.0,-0.3142857142857143,-0.3,3.0,1.0,3.0,0.0,0.10526315789473684,0.10526315789473684,1.0,0.0,3.0,3.0,-0.4195488721804511,-0.4052631578947368,2.0,1.0,0.0,28,19
Luan Lacerda,Cody Stamann,2023-01-21,Blue,0,Bantamweight,30,33,0.0,0.07692307692307687,0.23076923076923073,1.0,0.0,3.0,0.0,-0.3407407407407407,-0.1333333333333333,3.0,1.0,3.0,0.0,0.41766381766381755,0.36410256410256403,-2.0,-1.0,0.0,13,27
Ismael Bonfim,Terrance McKinney,2023-01-21,Red,1,Lightweight,27,28,3.0,0.1428571428571429,-0.17142857142857137,2.0,0.0,3.0,0.0,0.03529411764705892,0.03529411764705892,2.0,1.0,3.0,3.0,0.10756302521008398,-0.2067226890756303,0.0,-1.0,0.0,21,17
Warlley Alves,Nicolas Dalby,2023-01-21,Blue,0,Welterweight,32,38,1.0,-0.35,-0.15000000000000002,2.0,1.0,3.0,6.0,-0.14074074074074072,-0.37037037037037035,4.0,1.0,3.0,-5.0,-0.20925925925925926,0.22037037037037033,-2.0,0.0,0.0,20,27
Saimon Oliveira,Daniel Marcos,2023-01-21,Blue,0,Bantamweight,31,29,2.0,-0.018181818181818188,-0.12727272727272732,1.0,0.0,3.0,1.0,0.0,0.06153846153846154,0.0,0.0,3.0,1.0,-0.018181818181818188,-0.18881118881118886,1.0,0.0,0.0,22,13
Thiago Moises,Melquizael Costa,2023-01-21,Red,1,Lightweight,27,26,0.0,-0.15000000000000002,-0.2583333333333333,2.0,0.0,3.0,0.0,0.008333333333333415,0.05833333333333335,2.0,0.0,3.0,0.0,-0.15833333333333344,-0.31666666666666665,0.0,0.0,0.0,24,24
Gregory Rodrigues,Brunno Ferreira,2023-01-21,Blue,0,Middleweight,30,30,0.0,0.022222222222222254,0.13333333333333341,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.022222222222222254,0.13333333333333341,1.0,0.0,0.0,18,9
Da Woon Jung,Devin Clark,2023-02-04,Blue,0,Light Heavyweight,29,32,1.0,-0.18947368421052635,-0.28421052631578947,2.0,0.0,3.0,1.0,-0.25,-0.04999999999999999,2.0,1.0,3.0,0.0,0.06052631578947365,-0.23421052631578948,0.0,-1.0,0.0,19,20
Toshiomi Kazama,Rinya Nakamura,2023-02-04,Blue,0,Bantamweight,25,27,3.0,-0.0461538461538461,-0.29230769230769227,1.0,0.0,3.0,0.0,0.0,-0.033333333333333326,0.0,0.0,3.0,3.0,-0.0461538461538461,-0.25897435897435894,1.0,0.0,0.0,13,6
Derrick Lewis,Serghei Spivac,2023-02-04,Blue,0,Heavyweight,37,28,2.0,-0.31052631578947365,-0.20526315789473681,2.0,1.0,3.0,0.0,-0.042105263157894646,-0.28421052631578947,1.0,0.0,3.0,2.0,-0.268421052631579,0.07894736842105265,1.0,1.0,0.0,38,19
Yusaku Kinoshita,Adam Fugitt,2023-02-04,Blue,0,Welterweight,22,34,0.0,-0.07499999999999996,-0.07499999999999996,1.0,0.0,3.0,1.0,0.07272727272727275,0.1636363636363637,1.0,0.0,3.0,-1.0,-0.1477272727272727,-0.23863636363636365,0.0,0.0,0.0,8,11
Marcin Tybura,Blagoy Ivanov,2023-02-04,Red,1,Heavyweight,37,36,3.0,0.050000000000000044,-0.06874999999999998,2.0,1.0,3.0,7.0,-0.19166666666666665,-0.5,2.0,0.0,3.0,-4.0,0.2416666666666667,0.43125,0.0,1.0,0.0,32,24
JeongYeong Lee,Yizha,2023-02-04,Red,1,Featherweight,27,26,0.0,0.16666666666666663,0.16666666666666663,2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,-1.0,0.16666666666666663,0.16666666666666663,2.0,1.0,0.0,12,2
SeungGuk Choi,HyunSung Park,2023-02-04,Blue,0,Flyweight,26,27,2.0,0.16666666666666663,-0.06666666666666665,2.0,1.0,3.0,0.0,0.16666666666666663,0.16666666666666663,2.0,1.0,3.0,2.0,0.0,-0.23333333333333328,0.0,0.0,0.0,12,12
Jeka Saragih,Anshul Jubli,2023-02-04,Blue,0,Lightweight,28,28,0.0,0.11764705882352944,0.17647058823529416,1.0,0.0,3.0,2.0,0.0,0.11428571428571432,0.0,0.0,3.0,-2.0,0.11764705882352944,0.06218487394957983,1.0,0.0,0.0,17,7
Tatsuro Taira,Jesus Aguilar,2023-02-04,Red,1,Flyweight,23,26,0.0,0.0,0.03076923076923077,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.03076923076923077,0.0,0.0,0.0,13,1
JunYong Park,Denis Tiuliulin,2023-02-04,Red,1,Middleweight,31,34,0.0,0.08571428571428574,0.05714285714285716,1.0,0.0,3.0,1.0,-0.15555555555555556,-0.09999999999999998,3.0,0.0,3.0,-1.0,0.2412698412698413,0.15714285714285714,-2.0,0.0,0.0,7,18
Islam Makhachev,Alexander Volkanovski,2023-02-11,Red,1,Lightweight,31,34,0.0,0.040000000000000036,0.31999999999999995,1.0,0.0,3.0,1.0,0.038461538461538436,-0.4153846153846154,1.0,0.0,3.0,-1.0,0.0015384615384615996,0.7353846153846153,0.0,0.0,0.0,25,26
Jack Della Maddalena,Randy Brown,2023-02-11,Red,1,Welterweight,26,32,0.0,0.1333333333333333,0.0,2.0,0.0,3.0,4.0,0.19047619047619047,-0.3238095238095238,1.0,0.0,3.0,-4.0,-0.05714285714285716,0.3238095238095238,1.0,0.0,0.0,15,21
Justin Tafa,Parker Porter,2023-02-11,Red,1,Heavyweight,29,37,0.0,-0.22499999999999998,-0.22499999999999998,2.0,0.0,3.0,5.0,-0.03157894736842104,-0.42105263157894735,2.0,0.0,3.0,-5.0,-0.19342105263157894,0.19605263157894737,0.0,0.0,0.0,8,19
Tyson Pedro,Modestas Bukauskas,2023-02-11,Blue,0,Light Heavyweight,31,29,0.0,-0.15000000000000002,-0.15000000000000002,3.0,1.0,3.0,0.0,-0.28421052631578947,-0.37894736842105264,4.0,1.0,3.0,0.0,0.13421052631578945,0.22894736842105262,-1.0,0.0,0.0,16,19
