R_fighter,B_fighter,date,Winner,target,weight_class,R_age,B_age,R_fights_since_finish,R_win_rate_l5_vs_career,R_finish_rate_trend,R_longest_lose_streak_ever,R_comeback_flag,R_avg_fights_between_losses,B_fights_since_finish,B_win_rate_l5_vs_career,B_finish_rate_trend,B_longest_lose_streak_ever,B_comeback_flag,B_avg_fights_between_losses,fights_since_finish_dif,win_rate_l5_vs_career_dif,finish_rate_trend_dif,longest_lose_streak_ever_dif,comeback_flag_dif,avg_fights_between_losses_dif,R_cum_fights,B_cum_fights
Josh Culibao,Melsik Baghdasaryan,2023-02-11,Red,1,Featherweight,28,31,6.0,-0.05714285714285705,-0.35714285714285715,2.0,1.0,3.0,2.0,0.022222222222222254,-0.15555555555555556,1.0,0.0,3.0,4.0,-0.0793650793650793,-0.2015873015873016,1.0,1.0,0.0,14,9
Yair Rodriguez,Josh Emmett,2023-02-11,Red,1,Featherweight,30,37,0.0,-0.22608695652173916,-0.16521739130434776,1.0,0.0,3.0,3.0,0.09999999999999998,0.0,1.0,0.0,3.0,-3.0,-0.32608695652173914,-0.16521739130434776,0.0,0.0,0.0,23,20
Jamie Mullarkey,Francisco Prado,2023-02-11,Red,1,Lightweight,28,20,2.0,-0.15000000000000002,-0.25,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,-0.15000000000000002,-0.25,2.0,1.0,0.0,20,11
Jack Jenkins,Don Shainis,2023-02-11,Red,1,Featherweight,29,32,0.0,0.16666666666666663,0.13333333333333341,2.0,1.0,3.0,1.0,0.050000000000000044,-0.025000000000000022,1.0,0.0,3.0,-1.0,0.11666666666666659,0.15833333333333344,1.0,1.0,0.0,12,16
Loma Lookboonmee,Elise Reed,2023-02-11,Red,1,Women's Strawweight,27,30,1.0,0.050000000000000044,-0.09999999999999998,2.0,0.0,3.0,4.0,-0.15000000000000002,-0.04999999999999999,1.0,0.0,3.0,-3.0,0.20000000000000007,-0.04999999999999999,1.0,0.0,0.0,16,8
Shane Young,Blake Bilder,2023-02-11,Blue,0,Featherweight,29,32,3.0,-0.28421052631578947,-0.32631578947368417,2.0,0.0,3.0,0.0,0.11111111111111116,0.33333333333333337,1.0,0.0,3.0,3.0,-0.39532163742690063,-0.6596491228070176,1.0,0.0,0.0,19,9
Shannon Ross,Kleydson Rodrigues,2023-02-11,Blue,0,Flyweight,33,27,3.0,-0.06666666666666665,-0.18888888888888888,2.0,0.0,3.0,3.0,-0.09999999999999998,-0.09999999999999998,2.0,0.0,3.0,0.0,0.033333333333333326,-0.0888888888888889,0.0,0.0,0.0,18,10
Zubaira Tukhugov,Elves Brener,2023-02-11,Blue,0,Lightweight,32,25,2.0,-0.3407407407407407,-0.09629629629629627,3.0,1.0,3.0,0.0,-0.21250000000000002,-0.15000000000000002,2.0,1.0,3.0,2.0,-0.12824074074074066,0.05370370370370375,1.0,0.0,0.0,27,16
Nazim Sadykhov,Evan Elder,2023-02-18,Red,1,Lightweight,28,25,0.0,0.11111111111111116,0.2222222222222222,1.0,0.0,3.0,1.0,-0.07499999999999996,-0.22499999999999998,1.0,0.0,3.0,-1.0,0.18611111111111112,0.4472222222222222,0.0,0.0,0.0,9,8
Jessica Andrade,Erin Blanchfield,2023-02-18,Blue,0,Women's Flyweight,31,23,1.0,0.09411764705882353,0.09999999999999998,3.0,1.0,3.0,0.0,0.08333333333333337,0.09999999999999998,1.0,0.0,3.0,1.0,0.010784313725490158,0.0,2.0,1.0,0.0,34,12
Jordan Wright,Zac Pauga,2023-02-18,Blue,0,Light Heavyweight,31,34,3.0,-0.5222222222222221,-0.5222222222222221,3.0,0.0,3.0,4.0,-0.033333333333333326,0.033333333333333354,1.0,0.0,3.0,-1.0,-0.4888888888888888,-0.5555555555555555,2.0,0.0,0.0,18,6
Josh Parisian,Jamal Pogues,2023-02-18,Blue,0,Heavyweight,33,27,0.0,-0.15000000000000002,-0.25,1.0,0.0,3.0,5.0,0.03076923076923077,-0.38461538461538464,1.0,0.0,3.0,-5.0,-0.1807692307692308,0.13461538461538464,0.0,0.0,0.0,20,13
William Knight,Marcin Prachnio,2023-02-18,Blue,0,Light Heavyweight,34,34,3.0,-0.33333333333333326,-0.39999999999999997,2.0,0.0,3.0,1.0,0.0608695652173914,-0.16521739130434776,3.0,1.0,3.0,2.0,-0.39420289855072466,-0.2347826086956522,-1.0,-1.0,0.0,15,23
Jamall Emmers,Khusein Askhabov,2023-02-18,Red,1,Featherweight,33,28,3.0,-0.15000000000000002,-0.016666666666666663,1.0,0.0,3.0,0.0,0.0,0.017391304347826098,0.0,0.0,3.0,3.0,-0.15000000000000002,-0.03405797101449276,1.0,0.0,0.0,24,23
Ovince Saint Preux,Philipe Lins,2023-02-18,Blue,0,Light Heavyweight,39,37,3.0,-0.22499999999999998,-0.2375,3.0,1.0,3.0,3.0,-0.15000000000000002,-0.19999999999999996,2.0,1.0,3.0,0.0,-0.07499999999999996,-0.03750000000000003,1.0,0.0,0.0,32,20
AJ Fletcher,Themba Gorimbo,2023-02-18,Red,1,Welterweight,26,32,1.0,-0.09230769230769231,-0.09230769230769231,2.0,1.0,3.0,2.0,0.03076923076923077,-0.1384615384615384,1.0,0.0,3.0,-1.0,-0.12307692307692308,0.0461538461538461,1.0,1.0,0.0,13,13
Clayton Carpenter,Juancamilo Ronderos,2023-02-18,Red,1,Flyweight,26,28,1.0,0.0,-0.06666666666666665,0.0,0.0,3.0,2.0,0.0,0.0,1.0,0.0,3.0,-1.0,0.0,-0.06666666666666665,-1.0,0.0,0.0,6,5
Lina Lansberg,Mayra Bueno Silva,2023-02-18,Blue,0,Women's Bantamweight,40,31,10.0,-0.18823529411764706,-0.23529411764705882,3.0,0.0,3.0,0.0,-0.18571428571428572,-0.3714285714285714,2.0,1.0,3.0,10.0,-0.0025210084033613356,0.13613445378151257,1.0,-1.0,0.0,17,14
Jim Miller,Alexander Hernandez,2023-02-18,Blue,0,Lightweight,39,30,0.0,-0.07307692307692315,0.1192307692307692,4.0,1.0,3.0,3.0,-0.45,-0.2,3.0,0.0,3.0,-3.0,0.37692307692307686,0.3192307692307692,1.0,1.0,0.0,52,20
Joe Solecki,Carl Deaton,2023-02-25,Red,1,Lightweight,29,33,4.0,-0.012499999999999956,-0.3,1.0,0.0,3.0,0.0,-0.10833333333333339,-0.09999999999999998,2.0,1.0,3.0,4.0,0.09583333333333344,-0.2,-1.0,-1.0,0.0,16,24
Andre Muniz,Brendan Allen,2023-02-25,Blue,0,Middleweight,33,27,1.0,0.1428571428571429,0.08571428571428574,1.0,0.0,3.0,0.0,0.0,-0.24,1.0,0.0,3.0,1.0,0.1428571428571429,0.32571428571428573,0.0,0.0,0.0,28,25
Tatiana Suarez,Montana De La Rosa,2023-02-25,Red,1,Women's Flyweight,32,28,1.0,0.0,-0.06666666666666665,0.0,0.0,3.0,1.0,-0.21904761904761905,-0.07619047619047614,2.0,1.0,3.0,0.0,0.21904761904761905,0.00952380952380949,-2.0,-1.0,0.0,9,21
Mike Malott,Yohan Lainesse,2023-02-25,Red,1,Welterweight,31,30,0.0,0.0,0.0,2.0,1.0,3.0,3.0,-0.21818181818181825,-0.1454545454545454,2.0,0.0,3.0,-3.0,0.21818181818181825,0.1454545454545454,0.0,1.0,0.0,10,11
Augusto Sakai,Don'Tale Mayes,2023-02-25,Red,1,Heavyweight,31,31,5.0,-0.5142857142857142,-0.5238095238095238,4.0,0.0,3.0,1.0,-0.24285714285714288,-0.22857142857142854,2.0,1.0,3.0,4.0,-0.27142857142857135,-0.2952380952380953,2.0,-1.0,0.0,21,14
Jasmine Jasudavicius,Gabriella Fernandes,2023-02-25,Red,1,Women's Flyweight,33,29,5.0,-0.1777777777777778,-0.3333333333333333,1.0,0.0,3.0,0.0,0.11111111111111116,0.0444444444444444,1.0,0.0,3.0,5.0,-0.288888888888889,-0.3777777777777777,0.0,0.0,0.0,9,9
Ode Osbourne,Charles Johnson,2023-02-25,Red,1,Catch Weight,31,32,1.0,-0.06666666666666665,-0.3,1.0,0.0,3.0,0.0,-0.012499999999999956,0.03749999999999998,1.0,0.0,3.0,1.0,-0.054166666666666696,-0.33749999999999997,0.0,0.0,0.0,18,16
Rafael Alves,Nurullo Aliev,2023-02-25,Blue,0,Lightweight,32,22,1.0,-0.04516129032258065,0.11612903225806448,2.0,1.0,3.0,0.0,0.0,-0.04999999999999999,0.0,0.0,3.0,1.0,-0.04516129032258065,0.16612903225806447,2.0,1.0,0.0,31,8
Erick Gonzalez,Trevor Peek,2023-02-25,Blue,0,Lightweight,31,28,3.0,-0.06666666666666665,-0.22857142857142854,2.0,1.0,3.0,0.0,0.125,0.125,1.0,0.0,3.0,3.0,-0.19166666666666665,-0.35357142857142854,1.0,1.0,0.0,21,8
Jordan Leavitt,Victor Martinez,2023-02-25,Red,1,Lightweight,27,31,2.0,-0.24615384615384617,-0.2153846153846154,1.0,0.0,3.0,1.0,0.23529411764705888,0.12941176470588234,2.0,0.0,3.0,1.0,-0.48144796380090504,-0.34479638009049773,-1.0,0.0,0.0,13,17
Derek Brunson,Dricus Du Plessis,2023-03-04,Blue,0,Middleweight,39,29,1.0,0.10303030303030303,-0.08484848484848484,3.0,1.0,3.0,0.0,0.09999999999999998,-0.04999999999999993,1.0,0.0,3.0,1.0,0.00303030303030305,-0.034848484848484906,2.0,1.0,0.0,33,20
Jon Jones,Ciryl Gane,2023-03-04,Red,1,Heavyweight,35,32,3.0,-0.13103448275862062,-0.35172413793103446,1.0,0.0,3.0,0.0,-0.11666666666666659,-0.2666666666666666,1.0,0.0,3.0,3.0,-0.014367816091954033,-0.08505747126436786,0.0,0.0,0.0,29,12
Valentina Shevchenko,Alexa Grasso,2023-03-04,Blue,0,Women's Flyweight,34,29,1.0,0.11538461538461542,0.023076923076923106,1.0,0.0,3.0,1.0,-0.033333333333333326,-0.07777777777777778,1.0,0.0,3.0,0.0,0.14871794871794874,0.10085470085470088,0.0,0.0,0.0,26,18
Geoff Neal,Shavkat Rakhmonov,2023-03-04,Blue,0,Welterweight,32,28,0.0,-0.18947368421052635,-0.17894736842105263,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.18947368421052635,-0.17894736842105263,2.0,1.0,0.0,19,16
Mateusz Gamrot,Jalin Turner,2023-03-04,Red,1,Lightweight,32,27,2.0,-0.07499999999999996,0.09999999999999998,1.0,0.0,3.0,0.0,0.26315789473684215,0.26315789473684215,2.0,0.0,3.0,2.0,-0.3381578947368421,-0.16315789473684217,-1.0,0.0,0.0,24,19
Bo Nickal,Jamie Pickett,2023-03-04,Red,1,Middleweight,27,34,0.0,0.0,0.0,0.0,0.0,3.0,6.0,-0.21904761904761905,-0.42857142857142855,2.0,1.0,3.0,-6.0,0.21904761904761905,0.42857142857142855,-2.0,-1.0,0.0,3,21
Cody Garbrandt,Trevin Jones,2023-03-04,Red,1,Bantamweight,31,32,2.0,-0.45,-0.3,5.0,1.0,3.0,3.0,-0.36521739130434777,-0.10434782608695653,3.0,1.0,3.0,-1.0,-0.08478260869565224,-0.19565217391304346,2.0,0.0,0.0,20,23
Julian Marquez,Marc-Andre Barriault,2023-03-04,Blue,0,Middleweight,32,33,1.0,-0.15000000000000002,-0.15000000000000002,1.0,0.0,3.0,1.0,-0.036363636363636376,-0.05454545454545451,5.0,1.0,3.0,0.0,-0.11363636363636365,-0.09545454545454551,-4.0,-1.0,0.0,12,22
Ian Machado Garry,Song Kenan,2023-03-04,Red,1,Welterweight,25,32,2.0,0.0,0.0,0.0,0.0,3.0,1.0,-0.1692307692307693,-0.29230769230769227,2.0,1.0,3.0,1.0,0.1692307692307693,0.29230769230769227,-2.0,-1.0,0.0,3,26
Mana Martinez,Cameron Saaiman,2023-03-04,Blue,0,Bantamweight,26,22,3.0,0.03076923076923077,-0.2153846153846154,1.0,0.0,3.0,0.0,0.0,-0.07499999999999996,0.0,0.0,3.0,3.0,0.03076923076923077,-0.14038461538461544,1.0,0.0,0.0,13,8
Jessica Penne,Tabatha Ricci,2023-03-04,Blue,0,Women's Strawweight,40,28,1.0,-0.13913043478260867,-0.3217391304347826,3.0,1.0,3.0,3.0,-0.07499999999999996,0.025000000000000022,1.0,0.0,3.0,-2.0,-0.06413043478260871,-0.3467391304347826,2.0,1.0,0.0,23,8
Da'Mon Blackshear,Farid Basharat,2023-03-04,Blue,0,Bantamweight,28,25,1.0,0.09411764705882353,0.07058823529411762,1.0,0.0,3.0,1.0,0.0,-0.06666666666666665,0.0,0.0,3.0,0.0,0.09411764705882353,0.13725490196078427,1.0,0.0,0.0,17,9
Esteban Ribovics,Loik Radzhabov,2023-03-04,Blue,0,Lightweight,26,32,0.0,0.0,0.0,0.0,0.0,3.0,0.0,-0.16190476190476188,-0.17142857142857137,3.0,1.0,3.0,0.0,0.16190476190476188,0.17142857142857137,-3.0,-1.0,0.0,11,21
Viviane Araujo,Amanda Ribas,2023-03-04,Blue,0,Women's Flyweight,36,29,7.0,-0.1333333333333333,-0.4666666666666667,1.0,0.0,3.0,3.0,-0.1692307692307693,-0.26153846153846155,1.0,0.0,3.0,4.0,0.03589743589743599,-0.20512820512820512,0.0,0.0,0.0,15,13
Vitor Petrino,Anton Turkalj,2023-03-11,Red,1,Light Heavyweight,25,26,0.0,0.0,0.1428571428571429,0.0,0.0,3.0,2.0,-0.0888888888888888,-0.1777777777777778,1.0,0.0,3.0,-2.0,0.0888888888888888,0.3206349206349207,-1.0,0.0,0.0,7,9
Petr Yan,Merab Dvalishvili,2023-03-11,Blue,0,Bantamweight,30,32,4.0,-0.4,-0.25,2.0,0.0,3.0,1.0,0.21052631578947367,-0.010526315789473661,2.0,1.0,3.0,3.0,-0.6105263157894737,-0.23947368421052634,0.0,-1.0,0.0,20,19
Nikita Krylov,Ryan Spann,2023-03-11,Red,1,Catch Weight,31,31,1.0,-0.15000000000000002,-0.49999999999999994,2.0,1.0,3.0,0.0,-0.1586206896551724,-0.05517241379310345,2.0,0.0,3.0,1.0,0.008620689655172376,-0.4448275862068965,0.0,1.0,0.0,40,29
Said Nurmagomedov,Jonathan Martinez,2023-03-11,Blue,0,Bantamweight,30,28,0.0,-0.09473684210526312,0.021052631578947323,1.0,0.0,3.0,0.0,-0.018181818181818188,-0.2545454545454545,1.0,0.0,3.0,0.0,-0.07655502392344493,0.27559808612440184,0.0,0.0,0.0,19,22
Mario Bautista,Guido Cannetti,2023-03-11,Red,1,Bantamweight,29,43,0.0,-0.0461538461538461,-0.015384615384615441,1.0,0.0,3.0,0.0,-0.15555555555555556,-0.0444444444444444,4.0,1.0,3.0,0.0,0.10940170940170946,0.029059829059828957,-3.0,-1.0,0.0,13,18
Carlston Harris,Jared Gooden,2023-03-11,Red,1,Welterweight,35,29,1.0,0.027272727272727337,0.3454545454545455,1.0,0.0,3.0,0.0,0.06666666666666676,0.033333333333333326,2.0,1.0,3.0,1.0,-0.039393939393939426,0.3121212121212122,-1.0,-1.0,0.0,22,30
Alexander Volkov,Alexandr Romanov,2023-03-11,Red,1,Heavyweight,34,32,0.0,-0.18723404255319154,-0.174468085106383,2.0,0.0,3.0,1.0,-0.033333333333333326,-0.06666666666666665,1.0,0.0,3.0,-1.0,-0.1539007092198582,-0.10780141843971636,1.0,0.0,0.0,47,6
Victor Henry,Tony Gravely,2023-03-11,Red,1,Bantamweight,35,31,2.0,-0.18571428571428572,-0.09999999999999998,2.0,0.0,3.0,1.0,-0.1352941176470589,-0.0117647058823529,2.0,1.0,3.0,1.0,-0.05042016806722682,-0.08823529411764708,0.0,-1.0,0.0,28,34
Ariane da Silva,JJ Aldrich,2023-03-11,Red,1,Women's Flyweight,29,30,4.0,-0.23636363636363633,-0.2090909090909091,2.0,1.0,3.0,11.0,-0.036363636363636376,0.0,1.0,0.0,3.0,-7.0,-0.19999999999999996,-0.2090909090909091,1.0,1.0,0.0,22,11
Tyson Nam,Bruno Silva,2023-03-11,Blue,0,Flyweight,39,32,0.0,-0.01764705882352946,0.18823529411764706,4.0,1.0,3.0,1.0,0.04137931034482767,0.14482758620689662,2.0,0.0,3.0,-1.0,-0.05902636916835713,0.04340770791075044,2.0,1.0,0.0,34,29
Karl Williams,Lukasz Brzeski,2023-03-11,Red,1,Heavyweight,33,30,1.0,-0.07499999999999996,-0.175,1.0,0.0,3.0,2.0,-0.2666666666666666,-0.38333333333333336,2.0,0.0,3.0,-1.0,0.19166666666666665,0.20833333333333337,-1.0,0.0,0.0,8,12
Sedriques Dumas,Josh Fremd,2023-03-11,Blue,0,Middleweight,27,29,0.0,0.0,-0.05714285714285705,0.0,0.0,3.0,2.0,-0.29230769230769227,-0.3384615384615384,2.0,0.0,3.0,-2.0,0.29230769230769227,0.2813186813186814,-2.0,0.0,0.0,7,13
Raphael Assuncao,Davey Grant,2023-03-11,Blue,0,Bantamweight,40,37,6.0,-0.55,-0.35,4.0,1.0,3.0,0.0,-0.09999999999999998,0.0,2.0,1.0,3.0,6.0,-0.45000000000000007,-0.35,2.0,0.0,0.0,40,20
Gunnar Nelson,Bryan Barberena,2023-03-18,Red,1,Welterweight,34,33,3.0,-0.35,-0.4666666666666666,2.0,0.0,3.0,1.0,-0.06666666666666665,-0.28148148148148144,2.0,1.0,3.0,2.0,-0.2833333333333333,-0.18518518518518517,0.0,-1.0,0.0,24,27
Leon Edwards,Kamaru Usman,2023-03-18,Red,1,Welterweight,31,35,0.0,-0.033333333333333326,-0.21666666666666667,1.0,0.0,3.0,2.0,-0.10909090909090902,-0.05454545454545451,1.0,0.0,3.0,-2.0,0.07575757575757569,-0.16212121212121217,0.0,0.0,0.0,24,22
Jennifer Maia,Casey O'Neill,2023-03-18,Red,1,Women's Flyweight,34,25,5.0,-0.2666666666666666,-0.3,2.0,0.0,3.0,1.0,0.0,0.20000000000000007,0.0,0.0,3.0,4.0,-0.2666666666666666,-0.5,2.0,0.0,0.0,30,10
Marvin Vettori,Roman Dolidze,2023-03-18,Red,1,Middleweight,29,34,5.0,-0.10370370370370374,-0.4444444444444444,2.0,1.0,3.0,0.0,-0.12307692307692308,-0.1692307692307693,1.0,0.0,3.0,5.0,0.01937321937321934,-0.2752136752136751,1.0,1.0,0.0,27,13
Jack Shore,Makwan Amirkhani,2023-03-18,Red,1,Featherweight,28,34,4.0,-0.14117647058823524,-0.5058823529411764,1.0,0.0,3.0,1.0,-0.48000000000000004,-0.32,3.0,1.0,3.0,3.0,0.3388235294117648,-0.18588235294117644,-2.0,-1.0,0.0,17,25
Chris Duncan,Omar Morales,2023-03-18,Red,1,Lightweight,29,37,0.0,-0.09999999999999998,-0.20000000000000007,1.0,0.0,3.0,6.0,-0.3857142857142857,-0.5,2.0,0.0,3.0,-6.0,0.2857142857142857,0.29999999999999993,-1.0,0.0,0.0,10,14
Justin Gaethje,Rafael Fiziev,2023-03-18,Red,1,Lightweight,34,30,3.0,-0.2518518518518519,-0.3407407407407407,2.0,1.0,3.0,0.0,0.06666666666666665,-0.06666666666666665,1.0,0.0,3.0,3.0,-0.31851851851851853,-0.274074074074074,1.0,1.0,0.0,27,15
Muhammad Mokaev,Jafel Filho,2023-03-18,Red,1,Flyweight,22,29,0.0,-0.09999999999999998,0.0,1.0,0.0,3.0,0.0,0.125,0.1875,1.0,0.0,3.0,0.0,-0.22499999999999998,-0.1875,0.0,0.0,0.0,10,16
Lerone Murphy,Gabriel Santos,2023-03-18,Red,1,Featherweight,31,26,0.0,-0.11666666666666659,0.016666666666666607,1.0,0.0,3.0,0.0,0.0,-0.09999999999999998,0.0,0.0,3.0,0.0,-0.11666666666666659,0.11666666666666659,1.0,0.0,0.0,12,10
Christian Leroy Duncan,Dusko Todorovic,2023-03-18,Red,1,Middleweight,27,28,0.0,0.0,-0.05714285714285705,0.0,0.0,3.0,0.0,-0.4,-0.33333333333333326,2.0,1.0,3.0,0.0,0.4,0.2761904761904762,-2.0,-1.0,0.0,7,15
Jake Hadley,Malcolm Gordon,2023-03-18,Red,1,Flyweight,26,32,0.0,-0.09999999999999998,-0.09999999999999998,1.0,0.0,3.0,1.0,-0.2666666666666666,-0.3238095238095238,3.0,1.0,3.0,-1.0,0.16666666666666663,0.22380952380952385,-2.0,-1.0,0.0,10,21
Juliana Miller,Veronica Hardy,2023-03-18,Blue,0,Women's Flyweight,26,27,0.0,0.0,0.0,1.0,0.0,3.0,1.0,-0.3454545454545454,-0.0727272727272727,4.0,1.0,3.0,-1.0,0.3454545454545454,0.0727272727272727,-3.0,-1.0,0.0,4,11
Sam Patterson,Yanal Ashmouz,2023-03-18,Blue,0,Lightweight,26,27,0.0,0.15384615384615385,0.15384615384615385,1.0,0.0,3.0,1.0,0.0,-0.033333333333333326,0.0,0.0,3.0,-1.0,0.15384615384615385,0.18717948717948718,1.0,0.0,0.0,13,6
Joanne Wood,Luana Carolina,2023-03-18,Red,1,Women's Flyweight,37,29,9.0,-0.4666666666666666,-0.25,3.0,0.0,3.0,9.0,-0.09230769230769231,-0.23076923076923078,2.0,1.0,3.0,0.0,-0.3743589743589743,-0.019230769230769218,1.0,-1.0,0.0,24,13
Andrea Lee,Maycee Barber,2023-03-25,Blue,0,Women's Flyweight,34,24,1.0,-0.28421052631578947,-0.021052631578947323,3.0,1.0,3.0,5.0,-0.2666666666666667,-0.6,2.0,1.0,3.0,-4.0,-0.01754385964912275,0.5789473684210527,1.0,0.0,0.0,19,15
Marlon Vera,Cory Sandhagen,2023-03-25,Blue,0,Bantamweight,30,30,0.0,0.08125000000000004,-0.19374999999999998,2.0,1.0,3.0,0.0,-0.36190476190476184,-0.12380952380952381,3.0,1.0,3.0,0.0,0.4431547619047619,-0.06994047619047616,-1.0,0.0,0.0,32,21
Holly Holm,Yana Santos,2023-03-25,Red,1,Women's Bantamweight,41,33,6.0,-0.09999999999999998,-0.4,3.0,1.0,3.0,10.0,-0.06666666666666665,-0.38095238095238093,2.0,1.0,3.0,-4.0,-0.033333333333333326,-0.01904761904761909,1.0,0.0,0.0,20,21
Nate Landwehr,Austin Lingo,2023-03-25,Red,1,Featherweight,34,28,1.0,-0.20000000000000007,-0.25,1.0,0.0,3.0,3.0,-0.09999999999999998,-0.09999999999999998,1.0,0.0,3.0,-2.0,-0.10000000000000009,-0.15000000000000002,0.0,0.0,0.0,20,10
Daniel Pineda,Tucker Lutz,2023-03-25,Red,1,Featherweight,37,28,2.0,-0.39999999999999997,-0.39999999999999997,4.0,1.0,3.0,4.0,-0.05714285714285705,-0.3714285714285714,1.0,0.0,3.0,-2.0,-0.3428571428571429,-0.02857142857142858,3.0,1.0,0.0,45,14
Steven Peterson,Lucas Alexander,2023-03-25,Blue,0,Featherweight,32,27,2.0,-0.2551724137931034,-0.2482758620689655,2.0,1.0,3.0,1.0,0.10000000000000009,0.3,2.0,1.0,3.0,1.0,-0.3551724137931035,-0.5482758620689655,0.0,0.0,0.0,29,10
CJ Vergara,Daniel Lacerda,2023-03-25,Red,1,Flyweight,31,26,0.0,-0.1333333333333333,-0.2666666666666666,2.0,1.0,3.0,4.0,-0.4875,-0.4875,4.0,0.0,3.0,-4.0,0.3541666666666667,0.22083333333333338,-2.0,1.0,0.0,15,16
Victor Altamirano,Vinicius Salvador,2023-03-25,Red,1,Flyweight,32,26,0.0,-0.0461538461538461,-0.06153846153846154,1.0,0.0,3.0,0.0,0.022222222222222254,0.022222222222222254,2.0,1.0,3.0,0.0,-0.06837606837606836,-0.0837606837606838,-1.0,-1.0,0.0,13,18
Chidi Njokuani,Albert Duraev,2023-03-25,Blue,0,Middleweight,34,34,1.0,0.0903225806451613,0.31612903225806455,2.0,1.0,3.0,2.0,0.010526315789473717,-0.231578947368421,2.0,0.0,3.0,-1.0,0.07979626485568758,0.5477079796264855,0.0,1.0,0.0,31,19
Trevin Giles,Preston Parsons,2023-03-25,Red,1,Welterweight,30,27,4.0,-0.18947368421052635,-0.37894736842105264,2.0,1.0,3.0,2.0,0.03076923076923077,-0.09230769230769231,1.0,0.0,3.0,2.0,-0.22024291497975712,-0.28663967611336033,1.0,1.0,0.0,19,13
Raul Rosas Jr.,Christian Rodriguez,2023-04-08,Blue,0,Bantamweight,18,25,0.0,0.0,-0.05714285714285705,0.0,0.0,3.0,0.0,-0.0888888888888888,-0.1777777777777778,1.0,0.0,3.0,0.0,0.0888888888888888,0.12063492063492076,-1.0,0.0,0.0,7,9
Kevin Holland,Santiago Ponzinibbio,2023-04-08,Red,1,Welterweight,30,36,2.0,-0.3142857142857143,-0.17142857142857137,3.0,1.0,3.0,0.0,-0.41081081081081083,-0.4216216216216216,2.0,1.0,3.0,2.0,0.09652509652509655,0.2501930501930502,1.0,0.0,0.0,35,37
Shayilan Nuerdanbieke,Steve Garcia,2023-04-08,Blue,0,Featherweight,28,30,0.0,0.015686274509803977,-0.3686274509803921,2.0,1.0,3.0,0.0,-0.09999999999999998,0.04999999999999993,2.0,1.0,3.0,0.0,0.11568627450980395,-0.41862745098039206,0.0,0.0,0.0,51,20
Gilbert Burns,Jorge Masvidal,2023-04-08,Red,1,Welterweight,36,38,0.0,-0.2148148148148148,-0.35555555555555557,1.0,0.0,3.0,3.0,-0.29230769230769227,0.05384615384615388,3.0,1.0,3.0,-3.0,0.07749287749287748,-0.40940170940170945,-2.0,-1.0,0.0,27,52
Rob Font,Adrian Yanez,2023-04-08,Red,1,Bantamweight,35,29,3.0,-0.16000000000000003,-0.27999999999999997,2.0,0.0,3.0,0.0,0.1578947368421053,0.16842105263157903,1.0,0.0,3.0,3.0,-0.31789473684210534,-0.448421052631579,1.0,0.0,0.0,25,19
Alex Pereira,Israel Adesanya,2023-04-08,Blue,0,Middleweight,35,33,0.0,0.125,0.050000000000000044,1.0,0.0,3.0,5.0,-0.32000000000000006,-0.6,1.0,0.0,3.0,-5.0,0.44500000000000006,0.65,0.0,0.0,0.0,8,25
Chris Curtis,Kelvin Gastelum,2023-04-08,Blue,0,Middleweight,35,31,0.0,0.03076923076923077,0.1384615384615384,3.0,0.0,3.0,8.0,-0.4666666666666666,-0.4074074074074074,3.0,1.0,3.0,-8.0,0.4974358974358974,0.5458689458689459,0.0,-1.0,0.0,39,27
Cynthia Calvillo,Loopy Godinez,2023-04-08,Blue,0,Women's Strawweight,35,29,7.0,-0.425,-0.375,4.0,0.0,3.0,4.0,0.09999999999999998,0.033333333333333354,1.0,0.0,3.0,3.0,-0.5249999999999999,-0.4083333333333333,3.0,0.0,0.0,16,6
Ignacio Bahamondes,Trey Ogden,2023-04-08,Red,1,Catch Weight,25,33,0.0,0.022222222222222254,0.18888888888888888,1.0,0.0,3.0,2.0,0.03809523809523818,0.07619047619047614,1.0,0.0,3.0,-2.0,-0.015873015873015928,0.11269841269841274,0.0,0.0,0.0,18,21
Jaqueline Amorim,Sam Hughes,2023-04-08,Blue,0,Women's Strawweight,27,30,0.0,0.0,0.0,0.0,0.0,3.0,1.0,-0.1384615384615384,-0.18461538461538463,4.0,1.0,3.0,-1.0,0.1384615384615384,0.18461538461538463,-4.0,-1.0,0.0,6,13
Michelle Waterson-Gomez,Luana Pinheiro,2023-04-08,Blue,0,Women's Strawweight,37,30,10.0,-0.4428571428571429,-0.42857142857142855,2.0,1.0,3.0,2.0,0.09090909090909094,-0.036363636363636376,1.0,0.0,3.0,8.0,-0.5337662337662339,-0.39220779220779217,1.0,1.0,0.0,28,11
Gerald Meerschaert,Joe Pyfer,2023-04-08,Blue,0,Middleweight,35,26,0.0,0.09411764705882353,0.13333333333333341,2.0,1.0,3.0,0.0,-0.0461538461538461,0.03076923076923077,1.0,0.0,3.0,0.0,0.14027149321266963,0.10256410256410264,1.0,1.0,0.0,51,13
