fighter,current_elo,last_fight_date,total_fights
Jai Herbert,1491.6065246781088,2025-03-22,8
Johnny Munoz,1426.4474003785574,2023-10-07,6
Nate Maness,1608.5455207218347,2024-06-15,7
Vince Cachero,1396.5201832912226,2021-02-27,2
Peter Barrett,1404.5460176278295,2020-12-12,2
Joaquin Buckley,1785.3850884921765,2025-06-14,16
Alex Munoz,1459.506699732006,2020-08-08,1
Ali Qaisi,1446.6470592447643,2020-08-08,1
Danny Chavez,1443.5615872470687,2022-06-18,3
Chris Daukaus,1523.5477058892839,2023-08-12,8
Parker Porter,1442.9480824136997,2023-08-26,8
Jordan Wright,1334.5478603349388,2023-02-18,7
Carlton Minus,1411.6739320993822,2020-12-19,2
Matthew Semelsberger,1436.1164460945047,2024-11-09,11
Timur Valiev,1489.918655980052,2022-03-19,3
Trevin Jones,1416.6296721243023,2023-03-04,6
Bill Algeo,1488.3013001669808,2024-07-20,10
Austin Springer,1451.1653997090518,2020-08-29,1
Impa Kasanganay,1487.766038895099,2021-09-18,4
Ray Rodriguez,1419.0005790872601,2021-03-13,2
Alexandr Romanov,1647.1606650980625,2024-11-02,10
Roque Martinez,1357.082326044638,2021-06-19,3
Kevin Croom,1424.4410916129477,2022-04-16,4
Sarah Alpar,1392.665011467496,2021-09-18,2
TJ Laramie,1426.1494533742311,2022-04-16,2
Jerome Rivera,1350.49735759165,2021-07-10,3
Ludovit Klein,1697.6678929843085,2025-10-25,11
William Knight,1416.4878644237308,2023-02-18,7
Danilo Marques,1452.7742180581045,2022-02-05,4
Cameron Else,1397.5884354209156,2022-04-23,2
Dusko Todorovic,1429.8450006811552,2025-09-13,10
Jordan Williams,1360.4606428777588,2021-11-06,3
Nassourdine Imavov,1903.0927589123407,2025-09-06,11
Alan Baudot,1315.7220045969802,2022-06-25,4
Dricus Du Plessis,1905.8897990560824,2025-08-16,10
Ilia Topuria,2014.3272406122828,2025-06-28,9
Stephanie Egger,1463.6845297538055,2023-12-09,7
Ali AlQaisi,1452.0,2020-10-10,1
Tony Kelley,1547.4144141419843,2022-06-18,3
Tagir Ulanbekov,1610.5603726629297,2025-11-22,8
KB Bhullar,1398.9346230796607,2021-05-01,2
Mateusz Gamrot,1764.1985808032264,2025-10-11,12
Guram Kutateladze,1466.0481142576923,2025-03-22,5
Mark Striegl,1418.5840324405747,2022-02-19,2
Jacob Malkoun,1601.300029522272,2026-01-31,8
Phillip Hawes,1560.0,2020-10-24,1
Liliya Shakirova,1459.5518729348107,2020-10-24,1
Shavkat Rakhmonov,1910.9601896682852,2024-12-07,7
Charlie Ontiveros,1351.2374407700054,2022-08-13,3
Adrian Yanez,1593.217325165721,2026-03-28,10
Victor Rodriguez,1381.7234937384399,2021-05-22,2
Kevin Natividad,1387.4881039845652,2022-11-19,3
Jamey Simmons,1403.914568491414,2021-08-07,2
Ramiz Brahimaj,1577.6057504274445,2026-02-21,9
Cory McKenna,1459.7533815930824,2024-10-12,6
Kanako Murata,1433.2138908878158,2023-10-07,3
Jared Gooden,1448.7218690609532,2024-10-12,7
Dustin Stoltzfus,1448.5744269222748,2025-09-13,10
Louis Cosce,1411.3804481415316,2022-09-17,2
Sasha Palatnikov,1415.8302572543726,2021-08-21,3
Josh Parisian,1349.353721530367,2024-03-09,7
Kai Kamaka,1390.5768029274127,2021-05-01,2
John Allan,1437.5912554235433,2021-11-06,2
Jordan Leavitt,1611.3983518244206,2026-02-21,9
Sam Hughes,1560.9120138047804,2026-03-14,12
Tafon Nchukwi,1379.611283960147,2023-08-12,6
Jamie Pickett,1286.1157699793648,2024-03-02,9
Jimmy Flick,1386.8312748828744,2025-04-26,6
Cody Durden,1361.9539727104345,2026-03-07,14
Joselyne Edwards,1684.3996532931376,2026-02-21,11
Francisco Figueiredo,1476.061665672631,2022-08-20,4
Mason Jones,1656.9002811667233,2026-03-21,6
Umar Nurmagomedov,1846.136460221081,2026-01-24,9
Sergey Morozov,1558.9587019943706,2022-12-17,5
Victoria Leonardo,1369.3290161848038,2024-08-24,6
Manon Fiorot,1779.5743466461824,2025-10-18,9
Gaetano Pirrello,1404.8665768878288,2021-10-02,2
Michael Chandler,1551.969700956636,2025-04-12,7
Zhalgas Zhumagulov,1370.4968723193383,2023-06-24,6
Manel Kape,1771.4703619406512,2025-12-13,10
SeungWoo Choi,1407.261849449613,2025-03-15,8
Phil Rowe,1503.1697034361057,2026-02-21,9
Phil Hawes,1409.2005563605687,2024-01-13,7
Casey O'Neill,1630.255269341855,2026-03-28,8
Drako Rodriguez,1385.1642765353995,2021-08-07,2
Jared Vanderaa,1295.855021043008,2022-10-29,7
Ronnie Lawrence,1545.7075222937638,2022-07-09,3
Carlos Ulberg,1871.098863838009,2025-09-27,10
Uros Medic,1713.2606702142043,2026-02-21,10
Rafa Garcia,1664.1971908918767,2025-09-13,10
Gloria de Paula,1405.7544895866251,2022-06-18,4
Marcelo Rojo,1361.8355530970064,2022-12-03,3
Cheyanne Buys,1509.6847349850439,2021-07-31,2
Montserrat Conejo,1503.1042242218193,2021-07-17,2
Jesse Strader,1400.4258391894573,2022-02-19,2
Harry Hunsucker,1342.9651097865303,2022-08-20,3
JP Buys,1349.35728519039,2023-08-12,4
Fabio Cherant,1348.5640576000494,2022-02-12,3
Nina Nunes,1512.315117799471,2022-08-13,2
Ignacio Bahamondes,1588.6919302137912,2026-03-28,10
Luis Saldana,1531.0506524616565,2022-03-26,3
Da-Un Jung,1555.521269991483,2021-04-10,1
Loopy Godinez,1650.6031841442953,2025-08-16,14
Dakota Bush,1398.0547115530787,2022-01-15,2
Alexander Munoz,1523.079164479592,2023-07-15,2
Pat Sabatini,1744.0717478022455,2025-11-15,10
Rong Zhu,1511.9973002771264,2021-09-18,2
Aori Qileng,1452.0,2021-04-24,1
Jeff Molina,1621.156376563229,2022-06-04,3
Liang Na,1318.5484203815936,2024-04-27,4
Luana Pinheiro,1415.974711596764,2025-05-17,7
Carlston Harris,1533.7220820548353,2025-01-11,7
Tucker Lutz,1403.1861293905333,2023-07-15,4
Chris Barnett,1410.9082524089995,2025-10-25,6
Shayilan Nuerdanbieke,1442.9613747308774,2024-06-15,6
Juancamilo Ronderos,1411.3664488500467,2023-02-18,2
Rafael Alves,1451.8766841035317,2023-02-25,4
Gregory Rodrigues,1795.9592424185287,2026-03-07,13
Kamuela Kirk,1440.0393547006147,2023-07-08,3
Tabatha Ricci,1689.007240709387,2025-07-26,10
Terrance McKinney,1623.9114697825146,2026-03-28,13
Ricky Glenn,1403.3270096930403,2024-08-17,4
Jeremiah Wells,1614.2794603734214,2025-11-01,7
Kris Moutinho,1346.1069780152534,2026-02-28,4
Preston Parsons,1431.6012152597104,2025-01-11,6
Elise Reed,1458.6943272930507,2025-05-17,9
Collin Anglin,1389.2099136299717,2021-11-13,2
Melsik Baghdasaryan,1500.927067393018,2025-02-22,5
Orion Cosce,1417.4237954954795,2023-05-20,3
Ode Osbourne,1375.3549808258551,2026-02-21,11
Melissa Gatto,1567.9605193177538,2024-05-18,5
Saidyokub Kakhramonov,1579.6907080874303,2022-12-17,3
Josiane Nunes,1436.570316522601,2025-03-15,6
Bryan Battle,1728.976498197897,2024-12-07,8
Gilbert Urbina,1420.381378384073,2025-08-09,4
Ricky Turcios,1382.0272968186898,2026-03-07,6
Brady Hiestand,1617.8677985171555,2024-06-15,4
Andre Petroski,1525.2472893868194,2025-09-27,12
Micheal Gillmore,1381.6815665936278,2022-02-26,2
Vanessa Demopoulos,1438.56268851405,2025-06-14,10
Mana Martinez,1471.440497139561,2023-03-04,4
Liudvik Sholinian,1426.9772068691602,2022-11-05,2
Paddy Pimblett,1746.435097890876,2026-01-24,8
Mandy Bohm,1422.2151192269516,2023-05-13,3
Brandon Jenkins,1394.5538986244842,2022-04-16,2
Erin Blanchfield,1777.8089342214134,2025-11-15,9
Cody Brundage,1423.6172885366618,2026-03-07,14
Nick Maximov,1476.4925200533053,2022-10-15,4
Martin Sano,1448.2643233199676,2021-09-25,1
Mike Breeden,1466.7215193745715,2023-10-21,4
Silvana Gomez Juarez,1405.353664401729,2022-11-12,4
Erick Gonzalez,1363.8123533565283,2023-02-25,3
Istela Nunes,1343.1446679140518,2025-04-05,5
Maria Oliveira,1393.1431258116913,2023-06-10,4
Daniel Lacerda,1267.170343519503,2024-02-24,5
Zviad Lazishvili,1458.5126266991665,2021-10-23,1
David Onama,1661.3100748154043,2025-11-01,9
Albert Duraev,1487.508304328412,2023-07-15,4
Benoit Saint Denis,1830.467102632934,2026-01-31,12
Allan Nascimento,1641.0760653307955,2025-11-01,5
Chris Curtis,1582.062611816945,2026-03-14,11
Alex Pereira,1945.4121530047792,2025-10-04,12
Ian Machado Garry,1875.4275286046789,2025-11-22,11
Bruno Souza,1415.8613918305944,2022-03-26,2
CJ Vergara,1371.0809844838454,2025-03-29,8
Da Woon Jung,1426.9944494402343,2024-09-28,5
Joanne Wood,1505.25922222804,2024-03-09,4
Natan Levy,1463.1066465904337,2024-03-16,4
Aoriqileng,1548.7910110137043,2025-10-18,7
Darian Weeks,1382.8584160776254,2022-09-10,3
Cheyanne Vlismas,1489.8441525145543,2022-12-17,2
Joanderson Brito,1671.8375441134142,2025-12-13,9
Joseph Holmes,1380.9092017464843,2023-05-06,4
Viacheslav Borshchev,1369.2522271605608,2025-11-15,9
Andre Fialho,1394.5142457829372,2023-09-23,7
Michael Morales,1895.7325384991902,2025-11-15,7
Jasmine Jasudavicius,1699.5459804244042,2025-10-18,11
Jack Della Maddalena,1825.5830790460377,2025-11-15,9
Pete Rodriguez,1447.2503734566167,2024-02-03,3
Saimon Oliveira,1325.299471511582,2025-10-11,4
Genaro Valdez,1348.8376032068654,2023-07-15,3
Victor Henry,1567.1763716583805,2025-04-05,6
Tresean Gore,1443.091013419829,2025-08-02,6
Jailton Almeida,1716.5069614874087,2026-02-07,11
Chidi Njokuani,1515.8197383664326,2026-02-21,10
Denys Bondar,1360.7168661055446,2024-02-24,3
AJ Dobson,1409.676282402288,2024-03-23,4
Blood Diamond,1389.1032569961965,2023-09-09,3
Nikolas Motta,1519.4563083452629,2025-06-21,6
Jay Perrin,1366.11002614151,2022-12-10,3
Chad Anheliger,1435.1763109830147,2024-11-02,5
Christian Rodriguez,1530.0278251378031,2025-08-09,9
Armen Petrosyan,1439.0111376887294,2025-03-08,7
Rongzhu,1515.4636934611215,2025-08-23,4
Victor Altamirano,1414.8064014546255,2024-09-28,6
Carlos Hernandez,1434.472676891809,2025-05-17,7
Ramona Pascual,1371.8217418277054,2022-11-05,3
Javid Basharat,1554.7264126945163,2026-02-07,6
Azamat Murzakanov,1759.0520145211258,2025-10-25,6
AJ Fletcher,1452.724149828253,2023-09-23,4
Muhammad Mokaev,1784.941161612987,2024-07-27,7
Aliaskhab Khizriev,1560.0,2022-03-26,1
Denis Tiuliulin,1336.0278302239387,2024-08-03,6
Daniel Santos,1656.0864007797652,2025-10-04,5
Mike Malott,1724.8790580114255,2025-10-18,7
Piera Rodriguez,1624.7914351744496,2026-03-14,7
Josh Fremd,1421.6051407729017,2024-07-13,6
Caio Borralho,1752.8970837963573,2026-03-07,9
Gadzhi Omargadzhiev,1410.250704647735,2022-10-22,2
Ange Loosa,1445.3969361557017,2025-06-14,5
Martin Buday,1650.1066352506618,2025-07-26,8
Trey Ogden,1530.376864124067,2025-01-11,6
Alatengheili,1536.8612950874403,2025-04-26,5
Evan Elder,1546.637045351253,2025-04-26,5
Dean Barry,1452.420973370169,2022-04-23,1
Yohan Lainesse,1372.3373799696471,2024-01-20,4
Cameron VanCamp,1389.3012687175587,2022-09-17,2
Kleydson Rodrigues,1431.314316041418,2024-05-18,4
Fernie Garcia,1335.2563168373508,2024-02-10,4
Manuel Torres,1730.3865629473046,2025-12-06,6
Jake Hadley,1469.7123265662558,2024-10-19,7
Tatsuro Taira,1825.1924118806987,2025-12-06,9
Carlos Candelario,1391.2082673944515,2022-11-05,2
Askar Mozharov,1449.8898875519417,2022-06-04,1
Lucas Almeida,1397.155814237645,2025-10-11,6
Karine Silva,1631.6922720598732,2025-12-06,7
Dan Argueta,1409.486672043446,2024-10-12,4
Rinat Fakhretdinov,1757.1822209069435,2025-09-06,6
Maheshate,1388.6855587761165,2025-08-23,6
Natalia Silva,1837.01577500756,2026-01-24,8
Garrett Armfield,1462.7474484175941,2024-11-02,5
Sumudaerji,1541.1939594626122,2026-03-07,6
Emily Ducote,1470.982478295062,2024-05-18,5
Charles Johnson,1585.444750099515,2026-03-14,14
Adam Fugitt,1397.0232166024332,2026-01-24,6
Ihor Potieria,1373.4788741361326,2025-01-11,8
Mohammed Usman,1558.81116886346,2025-06-21,6
Zac Pauga,1376.4283997129874,2024-02-10,4
Brogan Walker,1392.3706438323118,2025-10-04,3
Juliana Miller,1466.3263981981645,2026-02-21,5
Yazmin Jauregui,1489.6439703481294,2024-09-14,5
Iasmin Lucindo,1661.5018321313692,2025-08-09,7
Lukasz Brzeski,1348.9006494428959,2025-07-19,7
Josh Quinlan,1406.3136354681337,2024-06-15,4
William Gomis,1641.1769217993249,2025-09-06,6
Jarno Errens,1417.1309185962214,2024-08-10,4
Michal Figlak,1410.3591562819013,2024-04-27,2
Gabriel Miranda,1397.8398294317424,2025-03-29,4
Cristian Quinonez,1495.9964050243116,2026-02-28,4
Ailin Perez,1665.0487288970874,2026-02-28,7
Abus Magomedov,1618.451869296988,2025-10-04,7
Danyelle Wolf,1459.885555924353,2022-09-10,1
Melissa Martinez,1449.2108715796996,2025-07-12,3
Anton Turkalj,1332.4939365713058,2024-03-30,4
Joe Pyfer,1809.8795478282834,2026-03-28,8
Denise Gomes,1696.5433430151497,2025-11-08,8
Daniel Zellhuber,1476.6932792827224,2026-02-28,7
Don Shainis,1424.1323200049248,2023-02-11,2
Chelsea Chandler,1452.9891634684395,2025-04-26,5
Lucas Alexander,1396.614829937406,2025-02-01,4
Waldo Cortes Acosta,1828.9695762629756,2026-01-24,12
Joshua Weems,1433.6894696331278,2022-10-29,1
Carlos Mota,1450.581180272498,2022-10-29,1
Tamires Vidal,1391.3752002025558,2024-10-19,4
Tereza Bleda,1448.4169500382602,2025-12-13,3
Francis Marshall,1523.1767748298316,2026-02-28,6
Raul Rosas Jr.,1710.8708773516755,2026-03-07,7
Erik Silva,1382.7509450765351,2026-02-28,3
Cameron Saaiman,1453.2378483502973,2025-04-26,6
Steven Koslow,1440.0,2022-12-10,1
Alessandro Costa,1461.9310858329059,2025-09-13,5
Claudio Ribeiro,1406.244642492109,2024-03-02,4
Mateusz Rebecki,1536.364791601065,2025-10-25,7
Nick Fiore,1407.341680371444,2023-05-20,2
Nick Aguirre,1396.1620725031453,2023-11-18,2
Mateus Mendonca,1389.9039859016536,2024-02-24,3
Brunno Ferreira,1630.905963439347,2026-03-07,9
Melquizael Costa,1787.5215790365837,2026-02-21,9
Luan Lacerda,1431.3352503244764,2026-03-14,4
Ismael Bonfim,1473.7174434028157,2025-11-08,5
Daniel Marcos,1682.9291840853587,2025-11-08,6
Gabriel Bonfim,1789.5896843072853,2025-11-08,7
Yusaku Kinoshita,1383.3798568963748,2023-08-26,2
Jeka Saragih,1383.793409411729,2025-06-07,4
Anshul Jubli,1422.0897083992782,2025-02-08,3
Toshiomi Kazama,1408.1332709621347,2025-08-09,4
Rinya Nakamura,1611.2954443179353,2025-08-02,5
SeungGuk Choi,1440.0,2023-02-04,1
HyunSung Park,1480.738923078019,2025-10-18,5
Jesus Aguilar,1508.6780290682366,2026-03-07,7
JeongYeong Lee,1469.1269545046948,2025-05-10,4
Yizha,1442.4298557986044,2026-01-31,4
Francisco Prado,1419.497361122107,2025-07-19,5
Jack Jenkins,1536.4469582637194,2025-09-27,6
Blake Bilder,1435.6778105197368,2024-02-03,3
Elves Brener,1485.8354566272753,2025-08-02,6
Shannon Ross,1345.8494045096973,2023-12-09,3
Jamal Pogues,1498.766087590268,2025-02-01,4
Nazim Sadykhov,1633.5800839618191,2025-12-06,5
Khusein Askhabov,1448.0397589634015,2023-02-18,1
Themba Gorimbo,1523.8655323573732,2025-11-01,7
Clayton Carpenter,1479.9692784438785,2025-10-11,4
Carl Deaton,1417.0957572764687,2023-07-15,2
Gabriella Fernandes,1542.9992312383902,2026-03-28,7
Victor Martinez,1394.395656484031,2024-05-18,2
Nurullo Aliev,1625.1878568060847,2025-11-22,3
Trevor Peek,1447.5116090336983,2024-09-07,5
Bo Nickal,1676.2387532676944,2025-11-15,6
Da'Mon Blackshear,1599.5392270376867,2025-07-26,9
Farid Basharat,1762.7107456845295,2026-02-07,6
Esteban Ribovics,1628.992828948909,2025-08-02,6
Loik Radzhabov,1498.7698525256683,2024-07-20,4
Vitor Petrino,1665.0776399022586,2026-03-14,9
Ariane da Silva,1508.6932643311982,2025-06-07,6
Karl Williams,1564.1515687456324,2024-08-10,4
Sedriques Dumas,1401.3697499118784,2025-11-01,8
Chris Duncan,1719.3272832526407,2025-12-06,7
Jafel Filho,1576.8844916658259,2025-10-11,5
Gabriel Santos,1566.282978310372,2025-02-08,4
Christian Leroy Duncan,1761.5001979293386,2026-03-21,9
Veronica Hardy,1603.375897003318,2025-10-04,5
Sam Patterson,1621.940237903516,2026-03-21,6
Yanal Ashmouz,1504.708831202722,2025-06-07,4
Yana Santos,1619.2786589953155,2025-10-04,5
Vinicius Salvador,1382.342228262379,2024-05-18,3
Jaqueline Amorim,1610.4325651661345,2025-10-25,6
Gaston Bolanos,1454.5973709248767,2025-05-03,4
Bruna Brasil,1365.7129326835236,2026-03-28,8
Junior Tafa,1377.9077756437734,2026-01-31,7
Fernando Padilla,1527.7496218125514,2024-12-14,4
Irina Alekseeva,1401.555459840857,2025-10-11,4
Marcus McGhee,1668.1604638192853,2025-07-26,5
Hailey Cowan,1423.035271400751,2025-04-12,2
Jamey-Lyn Horth,1607.7124731757858,2025-12-13,6
Trey Waters,1515.957151165603,2025-09-06,3
Diego Lopes,1745.6268656460036,2026-01-31,9
Braxton Smith,1430.0489516044483,2023-05-06,1
Ikram Aliskerov,1705.4904017997615,2025-10-25,5
Rolando Bedoya,1374.0286015714782,2025-09-27,4
Tainara Lisboa,1445.5498078818323,2025-10-18,4
Jesse Butler,1421.8937230867946,2024-06-08,2
Ketlen Souza,1536.613487715705,2026-02-07,6
Muin Gafurov,1484.8025436472906,2026-02-07,5
Muhammad Naimov,1586.3169471973233,2025-12-06,7
Steve Erceg,1570.8079638162292,2025-08-09,7
Joshua Van,1829.4143081238174,2025-12-06,10
Chepe Mariscal,1662.2097137266833,2025-11-15,6
Nursulton Ruziboev,1668.1785009519197,2025-05-17,5
Ivana Petrovic,1409.1442675689625,2025-05-03,4
Westin Wilson,1414.1904473713498,2025-08-23,4
Val Woodburn,1406.2045020494024,2024-02-17,2
Edgar Chairez,1546.9633830640123,2026-02-28,5
Terrence Mitchell,1403.5554105506071,2023-09-16,2
Bassil Hafez,1482.7260843580113,2024-11-16,3
Viktoriia Dudakova,1447.9557278580214,2025-01-11,4
Azat Maksum,1402.037516052198,2025-10-25,4
Mick Parkin,1632.7449735291666,2025-03-22,5
Daniel Barez,1459.777175219411,2025-03-15,3
Shauna Bannon,1501.702138115757,2025-09-06,4
Jonny Parsons,1560.2013321269196,2023-07-22,1
Darrius Flowers,1357.1929168924387,2024-07-13,3
Asu Almabayev,1690.1437756764374,2025-11-22,7
Dennis Buzukja,1440.7852824831662,2024-08-24,4
Jose Johnson,1412.9889803454225,2025-01-11,4
Luana Santos,1670.0030870285186,2025-12-13,6
Isaac Dulgarian,1495.3259196467918,2025-11-01,4
Montserrat Conejo Ruiz,1370.8510131110934,2025-11-01,3
Billy Ray Goff,1442.6640481038423,2025-05-31,3
Bogdan Guskov,1682.3944043510558,2025-12-06,6
Yanis Ghemmouri,1420.4278243549963,2024-06-29,2
Morgan Charriere,1565.4632768965398,2025-12-13,6
Manolo Zecchini,1440.0,2023-09-02,1
Nora Cornolle,1511.5432627337989,2026-02-21,6
Jacqueline Cavalcanti,1673.7190711909075,2025-11-08,5
Caolan Loughran,1505.327353058439,2025-03-22,4
Felipe dos Santos,1430.8532099343518,2025-03-22,4
Austen Lane,1337.644233942728,2026-03-21,6
Landon Quinones,1419.0741114297327,2024-02-03,2
Charles Radtke,1572.6028732639677,2025-11-01,6
Kevin Jousset,1491.5773012751279,2025-02-08,4
Kiefer Crosbie,1371.4800789863884,2025-08-23,3
Charlie Campbell,1516.1014902078425,2025-09-27,3
Josefine Knutsson,1525.6482531335478,2024-12-14,3
Marnic Mann,1403.68984607854,2024-04-27,2
Mizuki,1597.9563991685322,2025-10-25,2
Montse Rendon,1471.610479985938,2026-03-14,4
Ravena Oliveira,1370.456261412941,2026-03-21,3
Brendon Marotte,1399.4920505129126,2024-09-07,2
Melissa Mullins,1502.2231533572485,2025-06-21,4
Shara Magomedov,1657.664846635635,2025-07-26,6
Mohammad Yahya,1342.809947508546,2025-07-26,3
Kaynan Kruschewsky,1403.0106141252095,2024-07-20,2
Eduarda Moura,1550.9656489625256,2026-02-07,6
Kaue Fernandes,1614.2399497059469,2025-09-06,4
Kevin Borjas,1370.3260118328515,2026-02-28,5
Payton Talbott,1696.649863631372,2025-12-06,6
Myktybek Orolbai,1727.1293732440338,2026-03-14,6
Caio Machado,1380.1244918698853,2024-11-02,3
Rafael Estevam,1627.257625309534,2025-08-02,3
Zach Reese,1521.9332173360067,2026-02-21,8
Rodolfo Bellato,1555.5018475742736,2026-03-07,5
Rayanne dos Santos,1380.8583564009766,2025-05-31,3
Talita Alencar,1600.0102555280403,2025-11-01,4
Shamil Gaziev,1588.693088713892,2025-11-22,5
Felipe Bunes,1446.005332569692,2026-02-28,4
Jean Silva,1752.085942476256,2026-01-24,7
Tom Nolan,1637.323139899326,2025-09-27,5
Serhiy Sidey,1558.4300177060848,2025-05-03,3
Ramon Taveras,1445.454503234134,2025-09-27,3
MarQuel Mederos,1598.654220713396,2025-06-07,3
Thomas Petersen,1461.9586229034364,2025-10-11,5
Robert Bryczek,1534.2706189524076,2025-09-06,2
Bolaji Oki,1416.8457357283091,2026-03-14,5
Timmy Cuamba,1543.5028521874724,2025-11-01,4
Hyder Amil,1517.7464045126496,2025-11-08,5
Carlos Prates,1832.1276674054668,2025-11-15,7
Carlos Vera,1537.5588714128678,2025-03-15,2
Zhang Mingyang,1589.2837689607527,2025-08-23,4
Brendson Ribeiro,1430.6951120362899,2025-09-06,6
Danny Barlow,1463.8850557653889,2025-10-18,4
Oban Elliott,1509.46728693116,2026-01-31,5
Ronaldo Rodriguez,1504.0485743439544,2025-03-29,3
Bekzat Almakhan,1492.8554672323853,2025-11-22,3
Vinicius Oliveira,1665.6288755760002,2026-02-07,5
Benardo Sopaj,1490.3743819729855,2025-01-18,2
AJ Cunningham,1429.4486053536382,2025-03-15,2
Abdul-Kareem Al-Selwady,1502.9131661240351,2026-03-21,2
Michael Page,1731.9123063153334,2026-03-21,5
Katlyn Cerminara,1480.426738771688,2024-03-09,1
Robelis Despaigne,1439.963753132838,2024-10-19,3
Charalampos Grigoriou,1372.64050711808,2024-08-10,2
Danny Silva,1579.0517107671417,2026-03-21,4
Mitch Ramirez,1419.8067032899316,2025-07-12,2
Luis Pajuelo,1442.1649673738325,2024-03-23,1
Steven Nguyen,1503.6286972978367,2025-07-26,2
Daria Zhelezniakova,1554.1798018181516,2025-06-21,3
Igor Severino,1452.0,2024-03-23,1
Andre Lima,1657.6766842289765,2025-03-15,4
Connor Matthews,1337.0086167546879,2025-05-17,3
Ibo Aslan,1406.4628450728,2025-12-06,5
Angel Pacheco,1425.2006962882758,2026-02-28,2
Valter Walker,1670.9864542586151,2025-10-25,5
Pedro Falcao,1414.5645833945355,2025-04-05,2
Victor Hugo,1513.8937390534786,2024-10-26,2
Jean Matsumoto,1592.2252819404398,2026-02-07,5
Dylan Budka,1368.0424431601216,2025-02-15,3
Cesar Almeida,1551.7143260529303,2025-12-13,5
Kayla Harrison,1697.0282516889297,2025-06-07,3
Jhonata Diniz,1530.8629115749468,2025-10-11,5
James Llontop,1378.8190990648616,2024-11-16,3
Chris Padilla,1671.2801295822364,2025-11-08,4
Mauricio Ruffy,1675.9200491117754,2026-01-31,5
Dione Barbosa,1519.2553487244352,2025-08-16,4
Ernesta Kareckaite,1447.4378839612154,2026-02-28,3
Tecia Pennington,1543.5904012444003,2025-11-08,4
Wang Cong,1727.2644400131903,2026-02-07,11
Paula Luna,1452.0,2024-05-18,1
Oumar Sy,1528.1585408201424,2026-03-14,5
Tuco Tokkos,1474.943386955061,2025-07-12,3
Mitch Raposo,1476.3297993318251,2025-10-25,3
Puja Tomar,1466.2927625662585,2025-03-22,2
Carli Judice,1610.2884330712473,2026-02-21,4
Julia Polastri,1528.6172529004334,2025-10-11,4
Antonio Trocoli,1356.5018911212005,2026-03-21,4
Felipe Lima,1585.951966518921,2025-06-28,3
Magomed Gadzhiyasulov,1486.3185533631163,2025-01-11,2
Xiao Long,1445.2015068296964,2026-03-07,4
ChangHo Lee,1520.0736600009946,2025-11-01,3
Rei Tsuruya,1508.9475844300985,2025-03-08,2
Fatima Kline,1634.8486883947032,2025-11-15,4
Alice Ardelean,1503.0200825903605,2025-11-01,4
Jordan Vucenic,1409.2866086327242,2025-03-22,2
Nikolay Veretennikov,1483.8085163898927,2026-02-07,5
Quang Le,1434.091566093805,2025-09-13,4
Stephanie Luciano,1565.2606686948252,2025-10-18,3
Stewart Nicoll,1410.1800041230533,2025-10-11,2
Robert Valentin,1373.3372133852688,2025-07-19,3
Ryan Loder,1447.822015138193,2025-11-22,3
Kaan Ofli,1530.7085179311623,2026-01-31,4
Mairon Santos,1693.8619826580104,2025-12-06,4
Jose Daniel Medina,1300.5192691602883,2026-02-28,4
Zygimantas Ramaska,1440.0,2024-09-07,1
Nathan Fletcher,1461.601961194312,2025-08-02,3
Ivan Erslan,1382.9740467892484,2025-09-27,3
Sean Sharaf,1393.5073239707706,2025-12-13,2
Lucas Rocha,1496.764801813733,2025-10-11,2
Cody Haddon,1541.2375856870988,2024-10-12,1
Ramazan Temirov,1615.7701735124351,2025-03-01,2
Cameron Smotherman,1469.0653677402443,2025-06-14,3
Carlos Leal,1563.6557650180143,2026-02-21,4
Rafael Cerqueira,1327.6929129113205,2025-11-22,4
Reinier de Ridder,1658.4163799251426,2026-03-07,6
Cortavious Romious,1404.4719309722097,2025-04-05,2
Mansur Abdul-Malik,1558.075266729664,2026-03-28,5
Zachary Scroggin,1461.24342158292,2024-11-09,1
Klaudia Sygula,1542.8205916870647,2026-02-07,3
Roberto Romero,1399.6412799253808,2025-04-26,2
Ozzy Diaz,1505.085131867117,2025-03-08,2
Baergeng Jieleyisi,1452.0,2024-11-23,1
SuYoung You,1558.1349614096905,2026-03-14,4
Kiru Sahota,1440.0,2024-11-23,1
DongHun Choi,1560.0,2024-11-23,1
Shi Ming,1560.0,2024-11-23,1
Feng Xiaocan,1440.0,2024-11-23,1
Nyamjargal Tumendemberel,1506.9610430045816,2026-03-07,2
Lone'er Kavanagh,1599.6153599258569,2026-02-28,4
Jose Ochoa,1484.5936598443084,2025-07-26,3
Kai Asakura,1438.611207635631,2025-08-16,2
Navajo Stirling,1660.371064706205,2026-03-28,4
Austin Bashi,1530.2449651488241,2025-08-02,2
Marco Tulio,1554.125754395427,2025-11-08,3
Jacobe Smith,1647.678599592355,2026-02-21,3
Nicolle Caliari,1409.8197454935478,2025-07-19,2
Bruno Lopes,1464.272611100616,2026-03-28,3
Azamat Bekoev,1545.7321309465315,2025-10-18,3
Billy Elekana,1603.6950504152223,2026-01-31,4
Hamdy Abdelwahab,1530.796718707568,2025-10-25,3
Bogdan Grad,1449.1377548444555,2025-11-22,3
Tallison Teixeira,1572.2337720943306,2026-01-31,3
Jonathan Micallef,1617.4639773599586,2026-01-31,2
