R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,R_recent_won,R_recent_avg_SIG_STR_landed,R_recent_avg_SIG_STR_pct,R_recent_avg_TD_landed,R_recent_avg_TD_pct,R_recent_avg_SUB_ATT,B_recent_won,B_recent_avg_SIG_STR_landed,B_recent_avg_SIG_STR_pct,B_recent_avg_TD_landed,B_recent_avg_TD_pct,B_recent_avg_SUB_ATT,recent_won_dif,recent_sig_str_dif,recent_td_dif,R_avg_KD,R_avg_Ctrl_Sec,B_avg_KD,B_avg_Ctrl_Sec,avg_KD_dif,avg_Ctrl_Sec_dif,target,R_finish_rate,B_finish_rate,finish_rate_dif,B_upset_potential,R_finish_vulnerability,R_wrestling_score,B_wrestling_score,wrestling_score_dif
Paul Craig,Volkan Oezdemir,125.0,-145.0,125.0,68.9655,2022-07-23,"London, England, United Kingdom",United Kingdom,Blue,False,Light Heavyweight,MALE,3,2,0,0,4.79,0.48,0.1,0.56,0.33,3,5,23,1,0,2,0,3,0,0,5,Orthodox,187.96,190.5,205,0,5,1,2.45,0.46,1.6,1.68,0.2,4,4,23,0,0,0,0,2,6,0,8,Orthodox,190.5,193.04,185,34,32,2,-5,-1,-3,1,0,1,1,-6,-2.54,-2.54,-2,2.34,-1.5,-1.12,,9.0,8.0,,,,,,8.0,,,,,,,,,,,,,9.0,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,900.0,380.0,200.0,1800.0,800.0,140.0,1.0,2.4466666666666668,0.48333333333333334,1.7833333333333334,0.22,1.7000000000000002,0.3333333333333333,4.835,0.4646666666666666,0.4766666666666666,0.25733333333333336,0.03333333333333333,0.6666666666666667,-2.388333333333333,1.3066666666666669,0.0,77.0,0.0,16.333333333333332,0.0,60.66666666666667,0,0.8888888888888888,0.5,0.38888888888888884,0.5,0.16666666666666666,1.9360000000000002,0.28480000000000005,1.6512000000000002
Mason Jones,Ludovit Klein,-425.0,340.0,23.5294,340.0,2022-07-23,"London, England, United Kingdom",United Kingdom,Blue,False,Lightweight,MALE,3,0,1,0,3.93,0.55,0.0,1.66,0.5,1,2,10,0,0,1,0,1,0,0,2,Southpaw,170.18,182.88,155,0,1,0,5.61,0.44,0.0,3.16,0.45,1,1,8,0,0,0,1,0,0,0,1,Orthodox,177.8,187.96,155,27,27,0,0,0,1,1,2,0,1,0,-7.62,-5.08,0,-1.68,0.0,-1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,165.0,800.0,650.0,2000.0,130.0,700.0,1.0,2.805,0.22,1.58,0.225,0.0,0.3333333333333333,3.7266666666666666,0.5466666666666667,2.3366666666666664,0.5233333333333333,0.0,0.6666666666666667,-0.9216666666666664,-0.7566666666666664,0.0,271.0,0.0,213.0,0.0,58.0,0,0.0,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.1111111111111111,1.4220000000000002,0.83,0.5920000000000002
Marc Diakiese,Damir Hadzovic,-435.0,350.0,22.9885,350.0,2022-07-23,"London, England, United Kingdom",United Kingdom,Red,False,Lightweight,MALE,3,0,1,0,3.36,0.48,0.2,0.78,0.55,2,4,19,0,0,1,1,2,0,0,4,Orthodox,175.26,177.8,155,0,1,0,2.54,0.4,0.0,3.29,0.43,3,5,28,0,0,0,4,2,0,0,6,Orthodox,177.8,185.42,155,29,35,0,0,-1,-2,-1,-9,0,0,0,-2.54,-7.62,6,0.82,0.2,-2.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,120.0,,1200.0,,140.0,,0.3333333333333333,2.646666666666667,0.38999999999999996,3.026666666666667,0.42,0.0,0.3333333333333333,13.596666666666666,0.47266666666666673,0.5866666666666668,0.44399999999999995,0.2,0.0,-10.95,2.44,0.0,256.3333333333333,0.0,79.66666666666667,0.0,176.66666666666663,1,0.2857142857142857,0.4,-0.11428571428571432,0.4,0.1724137931034483,1.4147,0.629,0.7857000000000001
Nathaniel Wood,Charles Rosa,-560.0,430.0,17.8571,430.0,2022-07-23,"London, England, United Kingdom",United Kingdom,Red,False,Featherweight,MALE,3,2,0,0,3.08,0.36,1.0,1.67,0.35,1,7,34,0,0,2,1,0,2,0,5,Switch,175.26,175.26,145,1,0,0,5.75,0.51,0.5,1.56,0.48,3,2,16,0,0,0,1,0,3,0,4,Orthodox,167.64,175.26,145,29,35,1,0,-2,1,5,18,0,0,-1,7.62,0.0,6,-2.67,0.5,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,-165.0,1000.0,550.0,1100.0,350.0,1800.0,0.3333333333333333,4.6866666666666665,0.44333333333333336,1.8666666666666665,0.6566666666666666,1.5333333333333332,0.3333333333333333,3.09,0.36333333333333334,1.7,0.34,1.0,0.0,1.5966666666666667,0.16666666666666652,0.0,32.0,0.0,152.33333333333334,0.0,-120.33333333333334,1,0.6,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.11764705882352941,1.2488000000000001,1.5844999999999998,-0.33569999999999967
Makwan Amirkhani,Jonathan Pearce,130.0,-150.0,130.0,66.6667,2022-07-23,"London, England, United Kingdom",United Kingdom,Blue,False,Featherweight,MALE,3,0,3,0,5.32,0.54,0.8,5.24,0.5,3,1,11,0,0,0,1,2,1,0,4,Switch,182.88,180.34,145,0,1,0,1.33,0.44,1.1,3.96,0.43,3,5,26,0,0,1,1,1,4,0,7,Southpaw,177.8,182.88,145,33,30,0,2,0,-3,-4,-15,0,1,-3,5.08,-2.54,-3,3.99,-0.3,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,4:10,550.0,650.0,240.0,300.0,600.0,1100.0,175.0,0.3333333333333333,1.3533333333333335,0.4366666666666667,3.8433333333333333,0.42,1.1,1.0,7.773333333333333,0.5466666666666667,5.63,0.5233333333333333,0.6,-0.6666666666666667,-6.42,-1.7866666666666666,0.0,223.33333333333334,0.0,405.3333333333333,0.0,-181.99999999999997,0,0.625,0.6,0.025000000000000022,0.6,0.18518518518518517,2.8028,3.42,-0.6172
Muhammad Mokaev,Charles Johnson,-500.0,400.0,20.0,400.0,2022-07-23,"London, England, United Kingdom",United Kingdom,Red,False,Flyweight,MALE,3,0,0,0,4.83,0.51,0.5,0.38,0.2,0,0,0,0,0,0,0,0,0,0,0,Switch,175.26,177.8,125,0,1,0,1.61,0.45,0.8,5.29,0.41,1,0,1,0,0,0,0,0,1,0,1,Orthodox,170.18,177.8,125,21,31,0,-1,-1,-1,0,-1,0,0,-1,5.08,0.0,10,3.22,-0.3,-4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,140.0,800.0,180.0,2000.0,350.0,1100.0,1.0,1.61,0.45,5.29,0.41,0.8,,,,,,,,,,1.0,11.0,,,,,1,0.5,0.0,0.5,0.0,0.0,2.9688999999999997,0.5760000000000001,2.3928999999999996
Jai Herbert,Kyle Nelson,-285.0,240.0,35.0877,240.0,2022-07-23,"London, England, United Kingdom",United Kingdom,Red,False,Lightweight,MALE,3,1,0,0,3.65,0.45,0.6,1.1,0.2,1,3,9,0,0,0,0,1,0,0,1,Switch,180.34,180.34,145,1,0,0,3.16,0.42,0.0,0.5,0.23,1,3,8,0,0,0,0,1,0,0,1,Orthodox,185.42,195.58,155,34,31,0,0,0,0,0,1,0,0,0,-5.08,-15.24,-3,0.49,0.6,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,330.0,1000.0,1400.0,1100.0,-115.0,400.0,0.3333333333333333,2.716666666666667,0.37999999999999995,0.3333333333333333,0.15333333333333335,0.0,0.3333333333333333,8.486666666666666,0.37333333333333335,0.94,0.10666666666666667,1.8666666666666665,0.0,-5.77,-0.6066666666666667,0.6666666666666666,6.666666666666667,0.0,121.33333333333333,0.6666666666666666,-114.66666666666666,1,0.5,0.5,0.0,0.5,0.3333333333333333,0.115,0.8200000000000001,-0.7050000000000001
Mandy Bohm,Victoria Leonardo,-110.0,-110.0,90.9091,90.9091,2022-07-23,"London, England, United Kingdom",United Kingdom,Blue,False,Women's Flyweight,FEMALE,3,2,0,0,3.22,0.38,0.0,1.57,0.27,1,2,6,0,0,0,0,1,0,0,1,Orthodox,165.1,162.56,125,1,0,0,2.51,0.45,0.7,0.72,0.18,0,1,3,0,0,0,0,0,0,0,0,Orthodox,170.18,180.34,125,32,32,1,0,1,1,1,3,0,1,0,-5.08,-17.78,0,0.71,-0.7,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,150.0,215.0,650.0,500.0,800.0,900.0,0.0,2.4,0.33,0.0,0.0,0.0,0.0,4.279999999999999,0.47,3.1050000000000004,0.345,0.0,0.0,-1.8799999999999994,-3.1050000000000004,0.0,29.0,0.0,74.5,0.0,-45.5,0,0.0,0.5,-0.5,0.5,0.25,0.8295999999999999,0.42390000000000005,0.40569999999999984
Claudio Silva,Nicolas Dalby,185.0,-215.0,185.0,46.5116,2022-07-23,"London, England, United Kingdom",United Kingdom,Blue,False,Welterweight,MALE,3,1,0,1,4.06,0.43,0.1,1.01,0.27,2,3,22,0,0,1,2,0,0,0,3,Orthodox,180.34,187.96,170,2,0,0,2.48,0.42,1.1,2.85,0.26,5,2,17,0,0,1,1,0,3,0,5,Southpaw,180.34,180.34,170,39,37,-1,0,-3,-2,1,5,0,0,-3,0.0,7.62,-2,1.58,-1.0,-1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,450.0,140.0,450.0,2000.0,1400.0,215.0,0.3333333333333333,2.8033333333333332,0.4766666666666666,3.09,0.3033333333333334,1.8333333333333337,0.3333333333333333,3.1333333333333333,0.37666666666666665,1.6633333333333333,0.41,0.0,0.0,-0.33000000000000007,1.4266666666666665,0.0,83.33333333333333,0.0,68.33333333333333,0.0,15.0,0,0.5,0.0,0.5,0.0,0.1111111111111111,1.8410000000000002,0.37270000000000003,1.4683000000000002
Brian Ortega,Yair Rodriguez,-195.0,165.0,51.2821,165.0,2022-07-16,"Elmont, New York, USA",USA,Blue,False,Featherweight,MALE,5,1,0,0,4.65,0.46,0.7,0.69,0.27,6,2,34,3,0,2,3,3,0,0,8,Orthodox,180.34,180.34,145,1,0,0,4.07,0.38,1.2,1.17,0.27,6,2,30,2,0,0,1,3,3,0,7,Switch,172.72,175.26,145,31,29,0,0,0,1,0,4,1,0,-3,7.62,5.08,-2,0.58,-0.5,-0.48,,3.0,2.0,,,,,,,,,,2.0,,,,,,,,,,,,,3.0,,,,Red,KO/TKO,,1.0,4:11,251.0,275.0,350.0,200.0,2200.0,550.0,350.0,0.3333333333333333,14.597133333333332,0.35233333333333333,0.5076333333333334,0.149,1.2476333333333334,0.6666666666666666,20.040966666666666,0.45333333333333337,0.9109666666666666,0.332,0.9143,-0.3333333333333333,-5.443833333333334,-0.4033333333333332,0.6666666666666666,85.33333333333333,0.0,90.0,0.6666666666666666,-4.666666666666671,0,0.75,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.06451612903225806,1.5159,0.8863,0.6296
Michelle Waterson-Gomez,Amanda Lemos,260.0,-315.0,260.0,31.746,2022-07-16,"Elmont, New York, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,1,0,0,3.16,0.54,0.8,0.9,0.63,5,2,12,1,0,1,1,2,1,0,5,Southpaw,162.56,165.1,115,1,0,0,3.42,0.46,0.6,1.39,0.33,4,5,41,0,0,2,2,0,4,0,8,Orthodox,160.02,157.48,115,36,35,0,0,1,-3,-3,-29,1,2,-3,2.54,7.62,-1,-0.26,0.2,-0.49,,11.0,10.0,,,10.0,,,,,,,,,,,,,11.0,,,,,,,,,,,Red,SUB,Guillotine Choke,2.0,1:48,408.0,,-105.0,,1100.0,,240.0,,,,,,,0.6666666666666666,4.213333333333334,0.57,1.25,0.7533333333333333,0.7000000000000001,,,,0.0,159.0,0.6666666666666666,45.0,-0.6666666666666666,114.0,0,0.4444444444444444,0.5,-0.05555555555555558,0.5,0.11904761904761904,1.0587,1.367,-0.3083
Li Jingliang,Muslim Salikhov,135.0,-155.0,135.0,64.5161,2022-07-16,"Elmont, New York, USA",USA,Red,False,Welterweight,MALE,3,0,5,0,3.32,0.49,0.0,1.12,0.33,5,1,14,0,0,1,2,2,0,0,5,Orthodox,180.34,177.8,170,1,0,0,4.46,0.42,0.0,1.19,0.41,4,5,34,0,0,1,2,7,0,0,10,Orthodox,182.88,180.34,170,34,38,-1,5,1,-5,-4,-20,0,-5,0,-2.54,-2.54,4,-1.14,0.0,-0.07,,,14.0,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,2.0,4:38,578.0,,150.0,,1200.0,,275.0,0.3333333333333333,4.623333333333334,0.42333333333333334,1.25,0.38666666666666666,0.0,1.0,2.9899999999999998,0.46666666666666673,1.1866666666666668,0.4066666666666667,0.0,-0.6666666666666667,1.6333333333333342,0.06333333333333324,0.3333333333333333,73.33333333333333,0.3333333333333333,53.0,0.0,20.33333333333333,1,0.6363636363636364,0.3333333333333333,0.30303030303030304,0.3333333333333333,0.14285714285714285,0.48789999999999994,0.36960000000000004,0.1182999999999999
Matt Schnell,Sumudaerji,220.0,-260.0,220.0,38.4615,2022-07-16,"Elmont, New York, USA",USA,Red,False,Flyweight,MALE,3,0,3,0,4.64,0.54,0.6,0.29,1.0,3,1,9,0,0,0,2,1,0,0,3,Southpaw,172.72,182.88,125,1,0,0,4.23,0.38,1.0,0.59,0.44,4,4,18,0,0,2,1,0,2,0,5,Orthodox,172.72,177.8,125,32,26,-1,3,-1,-2,-3,-9,0,1,-2,0.0,5.08,-6,0.41,-0.4,-0.3,,12.0,8.0,,,,,,,,,,,,8.0,,,,,,,,,,,,,12.0,,Red,SUB,Triangle Choke,2.0,4:24,564.0,500.0,,600.0,,1600.0,,0.3333333333333333,4.0633333333333335,0.36999999999999994,0.54,0.3666666666666667,1.2,,,,,,,,,,0.3333333333333333,18.0,0.3333333333333333,72.66666666666667,0.0,-54.66666666666667,1,0.3333333333333333,0.25,0.08333333333333331,0.25,0.21052631578947367,1.2596,0.8899999999999999,0.36960000000000015
Shane Burgos,Charles Jourdain,-175.0,150.0,57.1429,150.0,2022-07-16,"Elmont, New York, USA",USA,Red,False,Featherweight,MALE,3,0,2,1,5.48,0.48,0.5,0.35,0.23,2,3,21,0,0,0,1,2,1,0,4,Switch,175.26,175.26,145,0,1,0,7.4,0.52,0.4,0.43,0.44,3,3,28,0,0,1,3,2,1,0,7,Orthodox,180.34,190.5,145,31,26,0,1,-1,-3,0,-7,0,0,0,-5.08,-15.24,-5,-1.92,0.1,-0.08,,,14.0,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,Red,M-DEC,,3.0,5:00,900.0,225.0,400.0,800.0,900.0,215.0,400.0,0.3333333333333333,7.260000000000001,0.5033333333333333,0.35333333333333333,0.8133333333333334,0.2333333333333333,0.6666666666666666,5.343333333333334,0.47333333333333333,0.2333333333333333,0.15333333333333335,0.5333333333333333,-0.3333333333333333,1.916666666666667,0.12000000000000002,0.0,49.666666666666664,0.3333333333333333,56.0,-0.3333333333333333,-6.333333333333336,1,0.375,0.6,-0.22499999999999998,0.6,0.10344827586206896,0.5892000000000001,0.5805,0.008700000000000041
Lauren Murphy,Miesha Tate,175.0,-205.0,175.0,48.7805,2022-07-16,"Elmont, New York, USA",USA,Red,False,Women's Flyweight,FEMALE,3,1,0,0,2.62,0.45,1.3,2.02,0.31,5,7,56,6,1,0,6,1,4,0,12,Orthodox,167.64,165.1,135,1,0,0,4.05,0.39,0.1,1.03,0.25,5,5,36,1,0,3,1,2,1,0,7,Orthodox,165.1,170.18,125,38,35,0,0,0,5,2,20,5,-1,3,2.54,-5.08,-3,-1.43,1.2,0.99,,,3.0,3.0,,,,,,,,,,,,,,,,10.0,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,240.0,-105.0,1600.0,500.0,1200.0,900.0,0.6666666666666666,3.8033333333333332,0.38999999999999996,1.11,0.3433333333333333,0.06666666666666667,0.3333333333333333,12.125,0.43133333333333335,1.7683333333333333,0.277,1.3916666666666668,0.3333333333333333,-8.321666666666667,-0.6583333333333332,0.0,135.0,0.0,263.3333333333333,0.0,-128.33333333333331,1,0.375,0.38461538461538464,-0.009615384615384637,0.38461538461538464,0.13513513513513514,0.35750000000000004,1.9262000000000001,-1.5687000000000002
Punahele Soriano,Dalcha Lungiambula,-250.0,210.0,40.0,210.0,2022-07-16,"Elmont, New York, USA",USA,Red,False,Middleweight,MALE,3,2,0,0,3.07,0.45,0.0,2.14,0.45,1,3,13,0,0,0,1,1,0,0,2,Orthodox,172.72,193.04,185,2,0,0,4.89,0.53,0.0,1.48,0.56,3,2,11,0,0,0,1,2,0,0,3,Southpaw,180.34,182.88,170,29,34,0,0,-2,-1,1,2,0,-1,0,-7.62,10.16,5,-1.82,0.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,2.0,0:28,328.0,240.0,500.0,1000.0,1600.0,140.0,400.0,0.3333333333333333,4.44,0.45999999999999996,2.1133333333333333,0.6733333333333333,0.0,0.3333333333333333,2.61,0.47666666666666674,2.34,0.47000000000000003,0.0,0.0,1.8300000000000005,-0.22666666666666657,0.6666666666666666,52.0,0.0,183.33333333333334,0.6666666666666666,-131.33333333333334,1,0.5,0.3333333333333333,0.16666666666666669,0.3333333333333333,0.16666666666666666,0.8288000000000001,0.9630000000000001,-0.13419999999999999
Ricky Simon,Jack Shore,145.0,-170.0,145.0,58.8235,2022-07-16,"Elmont, New York, USA",USA,Red,False,Bantamweight,MALE,3,0,5,0,3.75,0.58,0.7,3.1,0.38,5,0,14,0,0,1,2,0,2,0,5,Orthodox,172.72,180.34,145,0,4,0,2.99,0.43,0.3,5.2,0.44,4,2,26,0,0,2,3,1,2,0,8,Orthodox,167.64,175.26,135,29,27,0,1,1,-3,-2,-12,0,-1,0,5.08,5.08,-2,0.76,0.4,-2.1,,14.0,13.0,,,,,,,,,,,13.0,,,,,,,,,,,,,14.0,,,Red,SUB,Arm Triangle,2.0,3:28,508.0,200.0,120.0,1400.0,500.0,900.0,600.0,1.0,3.0966666666666662,0.42,6.293333333333334,0.49333333333333335,0.26666666666666666,1.0,3.64,0.5766666666666667,4.363333333333333,0.4166666666666667,0.7999999999999999,0.0,-0.5433333333333339,1.9300000000000006,0.3333333333333333,385.0,0.6666666666666666,289.0,-0.3333333333333333,96.0,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.07407407407407407,2.588,1.8780000000000001,0.71
Bill Algeo,Herbert Burns,-210.0,180.0,47.619,180.0,2022-07-16,"Elmont, New York, USA",USA,Red,False,Featherweight,MALE,3,1,0,0,1.86,0.36,1.8,2.94,0.34,3,1,5,0,0,0,0,1,2,0,3,Orthodox,175.26,185.42,145,0,1,0,5.88,0.51,0.1,1.03,0.5,1,3,15,0,0,0,2,0,0,0,2,Switch,182.88,185.42,145,33,34,1,-1,2,1,-2,-10,0,1,2,-7.62,0.0,1,-4.02,1.7,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,,2.0,1:50,410.0,180.0,600.0,800.0,330.0,200.0,1100.0,0.6666666666666666,6.706666666666667,0.5233333333333333,0.6766666666666667,0.37000000000000005,0.03333333333333333,0.6666666666666666,2.455,0.4366666666666667,2.4899999999999998,0.6666666666666666,6.233333333333333,0.0,4.251666666666667,-1.813333333333333,0.0,199.66666666666666,0.3333333333333333,97.0,-0.3333333333333333,102.66666666666666,1,0.0,0.75,-0.75,0.75,0.1875,0.615,2.7996,-2.1845999999999997
Dustin Jacoby,Da Woon Jung,105.0,-125.0,105.0,80.0,2022-07-16,"Elmont, New York, USA",USA,Red,False,Light Heavyweight,MALE,3,0,4,1,3.49,0.43,0.2,1.9,0.5,2,0,11,0,0,0,1,2,1,0,4,Orthodox,193.04,198.12,205,0,6,1,5.5,0.47,0.0,0.36,0.25,3,2,23,0,0,0,4,2,0,0,6,Orthodox,190.5,193.04,205,34,28,0,-2,-1,-2,-2,-12,0,0,1,2.54,5.08,-6,-2.01,0.2,1.54,,,15.0,,,,,,15.0,,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punch,1.0,3:13,193.0,250.0,275.0,2000.0,1200.0,300.0,240.0,1.0,5.1066666666666665,0.4766666666666666,0.3566666666666667,0.3,0.0,1.0,3.49,0.43,1.9,0.5,0.2,0.0,1.6166666666666663,-1.5433333333333332,0.0,71.0,0.6666666666666666,289.6666666666667,-0.6666666666666666,-218.66666666666669,1,0.2857142857142857,0.6,-0.3142857142857143,0.6,0.08333333333333333,0.09,1.15,-1.0599999999999998
Dwight Grant,Dustin Stoltzfus,115.0,-135.0,115.0,74.0741,2022-07-16,"Elmont, New York, USA",USA,Blue,False,Middleweight,MALE,3,3,0,0,3.51,0.44,1.0,2.45,0.41,1,3,10,0,0,0,0,1,0,0,1,Orthodox,182.88,190.5,185,2,0,0,3.29,0.36,0.0,0.61,1.0,2,4,18,0,0,2,0,2,0,0,4,Switch,185.42,193.04,185,37,30,1,0,-1,-3,-1,-8,0,-1,0,-2.54,-2.54,-7,0.22,1.0,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,300.0,275.0,1800.0,300.0,240.0,700.0,0.3333333333333333,3.313333333333333,0.36,0.5733333333333333,1.0,0.0,0.0,3.6233333333333335,0.5366666666666666,2.126666666666667,0.5,1.6666666666666667,0.3333333333333333,-0.3100000000000005,-1.5533333333333337,0.3333333333333333,18.666666666666668,0.0,192.33333333333334,0.3333333333333333,-173.66666666666669,0,0.4,0.5,-0.09999999999999998,0.5,0.21052631578947367,0.61,2.0045,-1.3945000000000003
Jessica Penne,Emily Ducote,145.0,-170.0,145.0,58.8235,2022-07-16,"Elmont, New York, USA",USA,Blue,False,Women's Strawweight,FEMALE,3,0,0,0,7.45,0.52,0.0,0.2,0.14,0,0,0,0,0,0,0,0,0,0,0,Orthodox,157.48,160.02,115,0,2,0,2.52,0.31,0.6,1.32,0.21,2,4,25,1,0,2,0,1,3,0,6,Orthodox,165.1,170.18,115,39,28,0,-2,-2,-6,-4,-25,-1,-1,-3,-7.62,-10.16,-11,4.93,-0.6,-1.12,,,14.0,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,275.0,150.0,450.0,650.0,2000.0,400.0,0.6666666666666666,11.714433333333334,0.33,1.4677666666666667,0.21566666666666667,0.4333333333333333,,,,,,,,,,0.0,164.0,,,,,0,0.5714285714285714,0.0,0.5714285714285714,0.0,0.15384615384615385,0.8772,0.028000000000000004,0.8492
Rafael Dos Anjos,Rafael Fiziev,180.0,-210.0,180.0,47.619,2022-07-09,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,5,0,5,0,4.9,0.51,0.0,0.29,0.4,5,1,14,0,0,0,3,2,0,0,5,Switch,172.72,180.34,155,0,2,0,3.48,0.47,0.6,1.95,0.35,5,11,96,4,0,1,11,4,4,0,20,Southpaw,172.72,177.8,170,37,29,0,3,0,-15,-10,-82,-4,-2,-4,0.0,2.54,-8,1.42,-0.6,-1.66,,10.0,7.0,,,,,,,,,7.0,,,,,,,,,,,,,10.0,,,,,Red,KO/TKO,Punch,5.0,0:18,1218.0,425.0,140.0,600.0,2200.0,850.0,225.0,0.6666666666666666,3.475,0.4566666666666667,1.8866666666666667,0.37666666666666665,0.6333333333333333,1.0,5.213333333333334,0.49666666666666665,0.7200000000000001,0.47666666666666674,0.19999999999999998,-0.33333333333333337,-1.7383333333333337,1.1666666666666665,0.3333333333333333,566.3333333333334,0.3333333333333333,7.0,0.0,559.3333333333334,0,0.38095238095238093,0.3333333333333333,0.047619047619047616,0.3333333333333333,0.1134020618556701,1.2825,0.11599999999999999,1.1665
Caio Borralho,Armen Petrosyan,-250.0,210.0,40.0,210.0,2022-07-09,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,0,2,0,5.69,0.52,0.0,0.22,0.33,2,0,4,0,0,1,0,1,0,0,2,Orthodox,190.5,180.34,185,0,3,0,3.61,0.6,0.5,1.56,0.6,3,0,7,0,0,0,2,1,0,0,3,Southpaw,185.42,190.5,185,29,31,0,-1,-1,-1,0,-3,0,0,0,5.08,-10.16,2,2.08,-0.5,-1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,200.0,600.0,225.0,2800.0,300.0,350.0,1.0,3.61,0.6,1.56,0.6,0.5,1.0,5.69,0.52,0.22,0.33,0.0,0.0,-2.0800000000000005,1.34,0.0,611.0,0.0,0.0,0.0,611.0,1,0.25,0.3333333333333333,-0.08333333333333331,0.3333333333333333,0.0,1.436,0.0726,1.3634
