R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,location,country,Winner,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Stance,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Stance,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,empty_arena,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,R_recent_won,R_recent_avg_SIG_STR_landed,R_recent_avg_SIG_STR_pct,R_recent_avg_TD_landed,R_recent_avg_TD_pct,R_recent_avg_SUB_ATT,B_recent_won,B_recent_avg_SIG_STR_landed,B_recent_avg_SIG_STR_pct,B_recent_avg_TD_landed,B_recent_avg_TD_pct,B_recent_avg_SUB_ATT,recent_won_dif,recent_sig_str_dif,recent_td_dif,R_avg_KD,R_avg_Ctrl_Sec,B_avg_KD,B_avg_Ctrl_Sec,avg_KD_dif,avg_Ctrl_Sec_dif,target,R_finish_rate,B_finish_rate,finish_rate_dif,B_upset_potential,R_finish_vulnerability,R_wrestling_score,B_wrestling_score,wrestling_score_dif
Douglas Silva de Andrade,Said Nurmagomedov,380.0,-475.0,380.0,21.0526,2022-07-09,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,2,0,3.55,0.47,1.4,1.01,0.16,2,1,9,0,0,1,0,2,1,0,4,Orthodox,172.72,177.8,135,0,2,0,3.54,0.38,0.2,0.55,0.42,2,4,25,0,0,0,3,2,1,0,6,Orthodox,170.18,172.72,135,37,30,0,0,0,-2,-3,-16,0,0,0,2.54,5.08,-7,0.01,1.2,0.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,800.0,200.0,1700.0,250.0,700.0,180.0,0.6666666666666666,3.763333333333333,0.38,0.63,0.4733333333333334,0.06666666666666667,0.6666666666666666,3.88,0.503,0.7833333333333333,0.107,0.39999999999999997,0.0,-0.1166666666666667,-0.15333333333333332,1.3333333333333333,52.0,0.0,7.0,1.3333333333333333,45.0,0,0.42857142857142855,0.6,-0.17142857142857143,0.6,0.15384615384615385,0.43100000000000005,1.5615999999999999,-1.1305999999999998
Jared Vanderaa,Chase Sherman,-230.0,195.0,43.4783,195.0,2022-07-09,"Las Vegas, Nevada, USA",USA,Blue,False,Heavyweight,MALE,3,4,0,0,6.04,0.45,0.0,0.09,0.5,2,9,27,0,0,0,1,2,0,0,3,Orthodox,193.04,198.12,250,3,0,0,4.96,0.44,0.0,0.18,0.5,1,4,12,0,0,0,1,1,0,0,2,Orthodox,193.04,203.2,265,30,32,1,0,1,1,5,15,0,1,0,0.0,-5.08,2,1.08,0.0,-0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,3.0,3:10,790.0,,550.0,,2000.0,,330.0,0.0,4.96,0.44,0.18,0.5,0.0,0.0,6.1066666666666665,0.45,0.06,0.3333333333333333,0.0,0.0,-1.1466666666666665,0.12,0.0,72.66666666666667,0.0,0.0,0.0,72.66666666666667,0,0.3333333333333333,0.5,-0.16666666666666669,0.5,0.3076923076923077,0.09,0.045,0.045
Aiemann Zahabi,Ricky Turcios,195.0,-230.0,195.0,43.4783,2022-07-09,"Las Vegas, Nevada, USA",USA,Red,False,Bantamweight,MALE,3,0,1,0,4.63,0.37,0.5,0.89,0.25,1,1,6,0,0,1,0,0,0,0,1,Orthodox,175.26,180.34,135,0,1,0,3.43,0.43,0.0,0.2,0.16,1,2,10,0,0,0,1,1,0,0,2,Orthodox,172.72,172.72,135,34,29,0,0,0,-1,-1,-4,0,-1,0,2.54,7.62,-5,1.2,0.5,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,450.0,130.0,1100.0,900.0,400.0,330.0,0.3333333333333333,30.606666666666666,0.39999999999999997,0.11,0.05333333333333334,0.0,1.0,7.0,0.45,1.0,0.22,0.0,-0.6666666666666667,23.606666666666666,-0.89,0.3333333333333333,49.0,1.0,152.0,-0.6666666666666667,-103.0,1,0.3333333333333333,0.0,0.3333333333333333,0.0,0.18181818181818182,0.032,0.7225,-0.6905
Michael Johnson,Jamie Mullarkey,195.0,-230.0,195.0,43.4783,2022-07-09,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,1,0,0,4.39,0.46,0.1,2.31,0.34,2,3,11,0,0,0,0,2,0,0,2,Orthodox,182.88,187.96,155,0,1,0,4.27,0.39,0.0,0.62,0.41,4,13,63,1,0,1,6,5,0,0,12,Southpaw,177.8,185.42,155,36,27,1,-1,-2,-10,-10,-52,-1,-3,0,5.08,2.54,-9,0.12,0.1,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,600.0,300.0,2500.0,550.0,350.0,130.0,0.3333333333333333,4.239999999999999,0.38000000000000006,0.5499999999999999,0.4366666666666667,0.06666666666666667,0.6666666666666666,3.1466666666666665,0.4000000000000001,3.236666666666667,0.32,0.3333333333333333,-0.3333333333333333,1.0933333333333328,-2.686666666666667,0.3333333333333333,108.33333333333333,0.6666666666666666,47.333333333333336,-0.3333333333333333,60.99999999999999,0,0.38461538461538464,0.6666666666666666,-0.282051282051282,0.6666666666666666,0.203125,0.2542,0.8854000000000001,-0.6312000000000001
Cody Brundage,Tresean Gore,135.0,-155.0,135.0,64.5161,2022-07-09,"Las Vegas, Nevada, USA",USA,Red,False,Middleweight,MALE,3,1,0,0,3.04,0.53,1.2,3.04,0.71,0,1,3,0,0,0,0,0,0,0,0,Switch,182.88,190.5,185,0,1,0,1.62,0.54,0.9,2.31,0.5,1,2,5,0,0,0,0,0,1,0,1,Orthodox,182.88,182.88,185,28,28,1,-1,-1,-1,-1,-2,0,0,-1,0.0,7.62,0,1.42,0.3,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punch,1.0,3:50,230.0,,225.0,,1100.0,,240.0,0.5,2.16,0.575,1.585,0.375,0.9,0.0,3.04,0.53,3.04,0.71,1.2,0.5,-0.8799999999999999,-1.455,0.0,75.0,0.0,76.0,0.0,-1.0,1,0.5,0.0,0.5,0.0,0.3333333333333333,2.055,3.3583999999999996,-1.3033999999999994
Antonina Shevchenko,Cortney Casey,-180.0,155.0,55.5556,155.0,2022-07-09,"Las Vegas, Nevada, USA",USA,Red,False,Women's Flyweight,FEMALE,3,0,1,0,4.29,0.39,0.5,0.39,0.31,2,8,36,0,0,1,2,1,2,0,6,Orthodox,170.18,170.18,125,2,0,0,3.86,0.55,0.4,0.43,0.42,2,4,19,0,0,0,1,2,1,0,4,Southpaw,172.72,170.18,125,37,35,-2,1,0,2,4,17,0,-1,1,-2.54,0.0,-2,0.43,0.1,-0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,S-DEC,,3.0,5:00,900.0,120.0,275.0,900.0,700.0,400.0,1000.0,0.3333333333333333,3.9499999999999997,0.5533333333333333,0.5266666666666667,0.7000000000000001,0.6333333333333333,0.3333333333333333,4.446666666666666,0.3833333333333333,0.33666666666666667,0.2933333333333334,0.6,0.0,-0.4966666666666666,0.19000000000000006,0.0,256.3333333333333,0.0,0.6666666666666666,0.0,255.66666666666666,1,0.6,0.42857142857142855,0.17142857142857143,0.42857142857142855,0.2,0.5806,0.6209,-0.0403
David Onama,Garrett Armfield,-750.0,550.0,13.3333,550.0,2022-07-09,"Las Vegas, Nevada, USA",USA,Red,False,Featherweight,MALE,3,0,0,0,5.59,0.55,0.4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,Orthodox,167.64,177.8,135,0,1,0,5.04,0.48,0.5,0.67,0.17,1,1,4,0,0,0,0,1,0,0,1,Orthodox,180.34,187.96,145,28,25,0,-1,-1,-1,-1,-4,0,-1,0,-12.7,-10.16,-3,0.55,-0.1,-0.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Arm Triangle,2.0,3:13,493.0,200.0,1200.0,400.0,2500.0,-110.0,1200.0,0.5,5.04,0.48,0.67,0.17,0.5,,,,,,,,,,0.5,10.5,,,,,1,0.5,0.0,0.5,0.0,0.2,0.6139,0.4,0.21389999999999998
Kennedy Nzechukwu,Karl Roberson,-155.0,135.0,64.5161,135.0,2022-07-09,"Las Vegas, Nevada, USA",USA,Red,False,Light Heavyweight,MALE,3,3,0,0,2.57,0.51,0.5,0.72,0.4,2,5,17,0,0,1,1,1,2,0,5,Southpaw,185.42,187.96,205,2,0,0,5.13,0.45,0.2,0.6,0.45,3,3,19,0,0,1,1,3,0,0,5,Southpaw,195.58,210.82,205,30,31,1,0,-1,0,2,-2,0,-2,2,-10.16,-22.86,1,-2.56,0.3,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Elbows,3.0,2:19,739.0,200.0,550.0,1600.0,500.0,240.0,350.0,0.3333333333333333,5.213333333333334,0.44333333333333336,0.39999999999999997,0.3,0.13333333333333333,0.0,2.8666666666666667,0.5133333333333333,0.9033333333333333,0.5133333333333333,0.6666666666666666,0.3333333333333333,2.346666666666667,-0.5033333333333334,0.0,0.0,0.0,6.333333333333333,0.0,-6.333333333333333,1,0.5,0.5,0.0,0.5,0.15,0.47000000000000003,0.788,-0.318
Ronnie Lawrence,Saidyokub Kakhramonov,-120.0,100.0,83.3333,100.0,2022-07-09,"Las Vegas, Nevada, USA",USA,Blue,False,Bantamweight,MALE,3,0,1,0,2.05,0.51,1.9,6.63,0.48,1,0,3,0,0,0,0,0,1,0,1,Orthodox,172.72,175.26,135,0,3,0,2.78,0.56,0.2,6.75,0.77,3,0,9,0,0,0,2,1,0,0,3,Switch,172.72,172.72,135,30,26,0,-2,-2,-2,0,-6,0,-1,1,0.0,2.54,-4,-0.73,1.7,-0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,150.0,300.0,800.0,650.0,700.0,350.0,1.0,3.29,0.5700000000000001,8.805,0.765,0.35,1.0,2.46,0.55,2.05,0.28,4.1,0.0,0.8300000000000001,6.755,1.5,479.0,0.0,67.0,1.5,412.0,0,0.25,0.5,-0.25,0.5,0.0,5.3975,5.0824,0.31510000000000016
Israel Adesanya,Jared Cannonier,-540.0,420.0,18.5185,420.0,2022-07-02,"Las Vegas, Nevada, USA",USA,Red,True,Middleweight,MALE,5,0,2,0,4.49,0.5,0.0,0.42,0.46,3,5,30,0,0,0,2,6,0,0,8,Switch,180.34,195.58,185,0,2,0,4.0,0.48,0.1,0.05,0.12,9,1,43,11,0,1,6,4,0,0,11,Switch,193.04,203.2,185,32,38,0,0,-6,-3,4,-13,-11,2,0,-12.7,-7.62,6,0.49,-0.1,0.37,,2.0,0.0,,,,,,,0.0,,,,,,3.0,,,,,,,2.0,,,,,,,Red,U-DEC,,5.0,5:00,1500.0,120.0,1100.0,1400.0,2500.0,130.0,650.0,0.6666666666666666,3.9633333333333334,0.49,0.016666666666666666,0.04,0.19999999999999998,0.6666666666666666,3.936666666666667,0.5,0.24,0.37333333333333335,0.0,0.0,0.026666666666666394,-0.22333333333333333,0.3333333333333333,12.666666666666666,0.3333333333333333,12.333333333333334,0.0,0.33333333333333215,1,0.3333333333333333,0.6666666666666666,-0.3333333333333333,0.6666666666666666,0.022727272727272728,0.10600000000000001,0.1932,-0.0872
Alexander Volkanovski,Max Holloway,-180.0,155.0,55.5556,155.0,2022-07-02,"Las Vegas, Nevada, USA",USA,Red,True,Featherweight,MALE,5,0,2,0,7.17,0.48,0.3,0.25,0.53,13,6,80,8,0,1,7,9,2,0,19,Orthodox,180.34,175.26,145,0,11,0,6.16,0.56,0.2,1.78,0.37,11,0,37,8,0,1,6,4,0,0,11,Orthodox,167.64,180.34,145,33,30,0,-9,2,8,6,43,0,5,2,12.7,-5.08,-3,1.01,0.1,-1.53,,1.0,0.0,,,,,,,,,,0.0,,,2.0,,,,,,,,,,1.0,,,6.0,Red,U-DEC,,5.0,5:00,1500.0,100.0,300.0,1600.0,2000.0,400.0,550.0,1.0,6.243333333333333,0.5633333333333334,1.9033333333333333,0.35000000000000003,0.3,0.6666666666666666,6.766666666666662,0.4533333333333333,0.23666666666666666,0.73,0.3666666666666667,0.33333333333333337,-0.523333333333329,1.6666666666666667,0.3333333333333333,163.0,0.0,145.33333333333334,0.3333333333333333,17.666666666666657,1,0.3333333333333333,0.55,-0.21666666666666673,0.55,0.0,0.8586,0.4325,0.42610000000000003
Sean Strickland,Alex Pereira,-125.0,105.0,80.0,105.0,2022-07-02,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,2,0,5.23,0.63,0.3,0.17,1.0,2,0,5,5,0,0,1,1,0,0,2,Orthodox,193.04,200.66,205,0,6,0,6.01,0.42,0.2,0.78,0.64,6,3,43,2,0,3,5,3,1,0,12,Orthodox,185.42,193.04,185,31,34,0,-4,-4,-10,-3,-38,3,-2,-1,7.62,7.62,3,-0.78,0.1,-0.61,,,4.0,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,Red,KO/TKO,Punches,1.0,2:36,156.0,240.0,500.0,800.0,2800.0,330.0,170.0,1.0,5.533333333333332,0.4033333333333333,1.08,0.6166666666666667,0.3,1.0,5.23,0.63,0.17,1.0,0.3,0.0,0.3033333333333319,0.91,0.0,140.66666666666666,0.5,40.5,-0.5,100.16666666666666,0,0.3076923076923077,0.3333333333333333,-0.025641025641025605,0.3333333333333333,0.06818181818181818,0.6992,0.47,0.22920000000000007
Robbie Lawler,Bryan Barberena,100.0,-120.0,100.0,83.3333,2022-07-02,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,2,0,5.35,0.48,0.3,0.13,0.22,2,6,37,0,0,1,3,3,1,0,8,Southpaw,182.88,182.88,185,0,1,0,3.85,0.47,0.0,0.65,0.64,5,14,94,6,0,3,4,13,0,0,20,Southpaw,180.34,187.96,170,40,33,0,1,-3,-12,-8,-57,-6,-10,1,2.54,-5.08,-7,1.5,0.3,-0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,4:47,587.0,180.0,215.0,2800.0,1600.0,400.0,350.0,0.3333333333333333,3.623333333333333,0.45333333333333337,0.6933333333333334,0.6533333333333333,0.0,0.6666666666666666,5.319999999999999,0.48,0.15666666666666665,0.23,0.3333333333333333,-0.3333333333333333,-1.6966666666666663,0.5366666666666667,0.0,35.666666666666664,0.0,41.666666666666664,0.0,-6.0,0,0.6190476190476191,0.4444444444444444,0.17460317460317465,0.4444444444444444,0.14736842105263157,0.41600000000000004,0.3286,0.08740000000000003
Brad Riddell,Jalin Turner,130.0,-150.0,130.0,66.6667,2022-07-02,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,3,0,4,0,5.6,0.48,1.1,0.79,0.55,4,2,13,0,0,0,0,4,2,0,6,Southpaw,190.5,195.58,155,1,0,0,4.71,0.53,0.0,1.77,0.36,4,1,15,0,0,1,3,0,0,0,4,Orthodox,170.18,180.34,155,30,27,-1,4,0,2,1,-2,0,4,2,20.32,15.24,-3,0.89,1.1,-0.98,,,14.0,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,Red,SUB,Guillotine Choke,1.0,0:45,45.0,350.0,450.0,1800.0,600.0,300.0,150.0,0.6666666666666666,4.586666666666667,0.5433333333333333,1.5899999999999999,0.5933333333333334,0.0,1.0,5.916666666666667,0.4766666666666666,0.7433333333333335,0.6,1.5999999999999999,-0.33333333333333337,-1.33,0.8466666666666663,0.0,82.66666666666667,1.0,84.33333333333333,-1.0,-1.6666666666666572,0,0.0,0.8571428571428571,-0.8571428571428571,0.8571428571428571,0.0625,0.6372,1.5345000000000002,-0.8973000000000002
Jim Miller,Donald Cerrone,-190.0,160.0,52.6316,160.0,2022-07-02,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,5,0,0,4.41,0.46,1.2,1.16,0.33,8,16,104,4,0,0,9,10,10,0,29,Orthodox,185.42,185.42,155,0,2,0,2.99,0.42,1.7,1.53,0.44,7,15,87,0,0,2,6,5,10,0,23,Southpaw,172.72,180.34,155,38,39,5,-2,1,6,1,17,4,5,0,12.7,5.08,1,1.42,-0.5,-0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Guillotine Choke,2.0,1:32,392.0,275.0,550.0,300.0,900.0,250.0,350.0,0.6666666666666666,2.8766666666666665,0.41333333333333333,1.5633333333333335,0.4366666666666667,1.7333333333333334,0.0,4.38,0.46,1.2,0.35000000000000003,1.2666666666666668,0.6666666666666666,-1.5033333333333334,0.3633333333333335,0.6666666666666666,90.66666666666667,0.0,52.666666666666664,0.6666666666666666,38.00000000000001,1,0.625,0.6666666666666666,-0.04166666666666663,0.6666666666666666,0.17045454545454544,2.3731999999999998,1.5828,0.7903999999999998
Ian Garry,Gabe Green,-190.0,160.0,52.6316,160.0,2022-07-02,"Las Vegas, Nevada, USA",USA,Red,False,Welterweight,MALE,3,0,2,0,6.28,0.45,0.3,0.83,0.5,2,1,8,0,0,0,1,1,0,0,2,Switch,177.8,185.42,155,0,2,0,5.5,0.55,0.3,0.77,0.55,2,0,4,0,0,0,1,1,0,0,2,Orthodox,190.5,187.96,170,24,29,0,0,0,0,1,4,0,0,0,-12.7,-2.54,5,0.78,0.0,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,U-DEC,,3.0,5:00,900.0,165.0,330.0,900.0,1000.0,250.0,600.0,1.0,5.5,0.55,0.77,0.55,0.3,0.6666666666666666,4.916666666666667,0.30333333333333334,0.27666666666666667,0.16666666666666666,0.09999999999999999,0.33333333333333337,0.583333333333333,0.49333333333333335,,,0.6666666666666666,81.66666666666667,,,1,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.7235,0.715,0.008500000000000063
Brad Tavares,Dricus Du Plessis,145.0,-170.0,145.0,58.8235,2022-07-02,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,2,0,6.18,0.49,0.9,3.04,0.5,2,0,3,2,0,0,0,2,0,0,2,Switch,185.42,193.04,185,0,2,0,3.38,0.43,0.0,0.78,0.26,5,6,55,0,0,3,9,2,0,0,14,Orthodox,185.42,187.96,185,34,28,0,0,-3,-12,-6,-52,2,0,0,0.0,5.08,-6,2.8,0.9,2.26,,,12.0,,,,,,,12.0,,,,,,,,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,225.0,400.0,2500.0,650.0,650.0,140.0,0.6666666666666666,3.09,0.4066666666666667,0.9900000000000001,0.27,0.0,1.0,2.535,0.24,1.495,0.25,0.0,-0.33333333333333337,0.5549999999999997,-0.505,0.3333333333333333,4.666666666666667,1.0,48.0,-0.6666666666666667,-43.333333333333336,0,0.13333333333333333,0.6666666666666666,-0.5333333333333333,0.6666666666666666,0.10714285714285714,0.2028,2.42,-2.2172
Uriah Hall,Andre Muniz,285.0,-345.0,285.0,28.9855,2022-07-02,"Las Vegas, Nevada, USA",USA,Blue,False,Middleweight,MALE,3,0,6,0,1.97,0.5,1.2,4.23,0.5,6,0,10,0,0,0,2,0,4,0,6,Southpaw,185.42,198.12,185,1,0,0,3.23,0.48,0.1,0.54,0.38,4,8,42,1,0,1,1,8,0,0,10,Orthodox,182.88,200.66,185,37,32,-1,6,2,-4,-8,-32,-1,-8,4,2.54,-2.54,-5,-1.26,1.1,3.69,,13.0,9.0,,,,,,,9.0,,,,,,,,,,,,,13.0,,,,,,,Red,U-DEC,,3.0,5:00,900.0,1000.0,400.0,2800.0,-110.0,400.0,350.0,0.6666666666666666,3.3733333333333335,0.5,0.6666666666666666,0.38,0.2,1.0,2.1333333333333333,0.5566666666666666,3.393333333333333,0.4166666666666667,1.633333333333333,-0.33333333333333337,1.2400000000000002,-2.7266666666666666,0.6666666666666666,5.0,0.0,70.0,0.6666666666666666,-65.0,0,0.7272727272727273,0.5714285714285714,0.1558441558441559,0.5714285714285714,0.18604651162790697,0.3052,3.3150000000000004,-3.0098000000000003
Jessica Eye,Maycee Barber,260.0,-315.0,260.0,31.746,2022-07-02,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Flyweight,FEMALE,3,0,2,0,4.7,0.53,0.1,1.44,0.43,4,2,20,0,0,1,1,4,0,0,6,Switch,165.1,165.1,125,3,0,0,3.86,0.37,0.5,0.58,0.4,3,9,45,1,0,2,2,1,0,0,5,Orthodox,167.64,167.64,125,35,24,-3,2,1,1,-7,-25,-1,3,0,-2.54,-2.54,-11,0.84,-0.4,0.86,,13.0,10.0,10.0,,,,,,,,,,,,,13.0,,,,,,,,,,,,,Red,U-DEC,,3.0,5:00,900.0,400.0,-150.0,1600.0,1100.0,1200.0,350.0,0.0,3.8000000000000003,0.36666666666666664,0.47000000000000003,0.4466666666666667,0.6000000000000001,0.6666666666666666,5.13,0.54,1.25,0.35333333333333333,0.19999999999999998,-0.6666666666666666,-1.3299999999999996,-0.78,0.0,119.66666666666667,0.0,253.33333333333334,0.0,-133.66666666666669,0,0.16666666666666666,0.5714285714285714,-0.40476190476190477,0.5714285714285714,0.1956521739130435,0.732,0.7192,0.012800000000000034
Jessica-Rose Clark,Julija Stoliarenko,-155.0,135.0,64.5161,135.0,2022-07-02,"Las Vegas, Nevada, USA",USA,Blue,False,Women's Bantamweight,FEMALE,3,4,0,0,2.49,0.39,1.7,0.93,0.27,0,4,12,0,0,0,0,0,0,0,0,Orthodox,170.18,167.64,125,1,0,0,3.73,0.51,0.3,1.66,0.42,2,3,19,0,0,1,2,1,0,0,4,Orthodox,165.1,162.56,135,34,29,3,0,-2,-4,1,-7,0,-1,0,5.08,5.08,-5,-1.24,1.4,-0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,SUB,Armbar,1.0,0:42,42.0,120.0,300.0,1100.0,400.0,550.0,1200.0,0.6666666666666666,3.9966666666666666,0.49666666666666665,1.4400000000000002,0.4466666666666666,0.3666666666666667,0.0,2.796666666666667,0.36333333333333334,0.31,0.09000000000000001,1.0666666666666667,0.6666666666666666,1.1999999999999997,1.1300000000000001,0.0,439.6666666666667,0.0,77.66666666666667,0.0,362.0,0,0.2,0.0,0.2,0.0,0.15,0.9971999999999999,1.9511,-0.9539000000000002
Arman Tsarukyan,Mateusz Gamrot,-240.0,200.0,41.6667,200.0,2022-06-25,"Las Vegas, Nevada, USA",USA,Blue,False,Lightweight,MALE,5,0,3,0,3.23,0.5,0.1,5.25,0.35,3,1,8,0,0,0,0,2,1,0,3,Southpaw,177.8,177.8,155,0,5,0,3.79,0.48,0.0,3.25,0.37,5,1,15,0,0,0,3,2,0,0,5,Orthodox,170.18,182.88,155,25,31,0,-2,-2,-2,0,-7,0,0,1,7.62,-5.08,6,-0.56,0.1,2.0,,12.0,11.0,,,,,,,,,11.0,,,,,,,,,,,,,12.0,,,,,Red,U-DEC,,5.0,5:00,1500.0,165.0,475.0,500.0,1100.0,225.0,750.0,1.0,3.1266666666666665,0.4466666666666667,2.7099999999999995,0.28,0.0,1.0,3.8633333333333333,0.48666666666666664,5.17,0.34,0.26666666666666666,0.0,-0.7366666666666668,-2.4600000000000004,0.3333333333333333,294.3333333333333,0.3333333333333333,53.666666666666664,0.0,240.66666666666666,0,0.3333333333333333,0.75,-0.4166666666666667,0.75,0.0625,1.2025,1.9375,-0.7350000000000001
Neil Magny,Shavkat Rakhmonov,350.0,-435.0,350.0,22.9885,2022-06-25,"Las Vegas, Nevada, USA",USA,Blue,False,Welterweight,MALE,3,0,3,0,4.12,0.61,1.8,1.49,0.29,3,0,4,0,0,0,0,1,2,0,3,Orthodox,185.42,195.58,170,0,2,0,3.44,0.46,0.2,2.15,0.4,7,7,72,0,0,2,11,5,1,0,19,Orthodox,190.5,203.2,170,34,27,0,1,-4,-16,-7,-68,0,-4,1,-5.08,-7.62,-7,0.68,1.6,-0.66,,15.0,10.0,,,,,,,,10.0,,,,,,,,,,,,,15.0,,,,,,Red,SUB,Guillotine Choke,2.0,4:58,598.0,500.0,300.0,2200.0,275.0,1400.0,120.0,0.6666666666666666,3.69,0.4666666666666666,2.4066666666666667,0.42333333333333334,0.26666666666666666,1.0,2.3033333333333332,0.37666666666666665,0.49666666666666665,0.09666666666666666,1.6666666666666667,-0.33333333333333337,1.3866666666666667,1.9100000000000001,0.0,170.33333333333334,0.3333333333333333,100.33333333333333,-0.3333333333333333,70.00000000000001,0,0.3,0.75,-0.45,0.75,0.0958904109589041,1.06,2.2321,-1.1721
Josh Parisian,Alan Baudot,-135.0,115.0,74.0741,115.0,2022-06-25,"Las Vegas, Nevada, USA",USA,Red,False,Heavyweight,MALE,3,2,0,0,5.36,0.58,0.0,0.0,0.0,0,2,6,0,0,0,0,0,0,0,0,Orthodox,190.5,200.66,243,1,0,0,4.55,0.48,0.2,0.98,0.33,2,2,11,0,0,1,0,2,0,0,3,Orthodox,193.04,200.66,265,32,34,1,0,-2,-3,0,-5,0,-2,0,-2.54,0.0,2,0.81,-0.2,-0.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,neither,KO/TKO,Punches,2.0,3:04,484.0,240.0,450.0,1000.0,1600.0,300.0,200.0,0.3333333333333333,6.05,0.51,0.47,0.15666666666666668,1.1666666666666667,0.0,4.39,0.39666666666666667,0.0,0.0,0.0,0.3333333333333333,1.6600000000000001,0.47,0.0,104.0,0.0,20.666666666666668,0.0,83.33333333333333,1,0.5,0.0,0.5,0.0,0.16666666666666666,0.5234000000000001,0.0,0.5234000000000001
